,address,price,beds,baths,parking,propertyTypeFormatted,latitudes,longitudes
588,WILLIAMSTOWN 107 John Street VIC 3016,700,3,1,0,House,-37.857,144.8977
589,SUNBURY 8 Sorrel Circuit VIC 3429,480,4,2,2,House,-37.5774,144.7261
590,FRASER RISE 32 Forrester Grove VIC 3336,420,3,2,1,House,-37.0,145.0
591,WYNDHAM VALE 1 Glee Street VIC 3024,360,3,2,2,House,-37.8291,144.5622
592,WYNDHAM VALE 2/16 Mermaid Crescent VIC 3024,340,2,1,1,House,-37.8291,144.5622
593,SOUTH MELBOURNE 76 Nelson Road VIC 3205,1200,4,2,1,House,46.3817,15.2958
594,BRIGHTON EAST 14 Mackie Grove VIC 3187,1700,4,3,3,House,-37.9014,145.0188
595,WYNDHAM VALE 28 Brookside Drive VIC 3024,420,4,2,2,House,-37.8291,144.5622
596,ALTONA MEADOWS 37 Crellin Avenue VIC 3028,460,3,2,2,House,-37.8809,144.7587
597,CARLTON 124 Rathdowne Street VIC 3053,830,4,1,0,House,-37.8004,144.9684
598,PAKENHAM 17 Torre Road VIC 3810,400,4,2,2,House,-38.1333,145.5167
599,OFFICER 6 Bolton Grove VIC 3809,440,3,2,2,House,-38.0592,145.4095
600,PAKENHAM 39 Rockford Street VIC 3810,410,4,2,2,House,-38.1333,145.5167
601,BRUNSWICK 10 Lydia Street VIC 3056,650,2,1,1,House,-37.7667,144.9667
602,CARLTON NORTH 690 Canning Street VIC 3054,880,4,1,0,House,-37.7866,144.9685
603,PAKENHAM 1/30 Silver Gum Drive VIC 3810,400,3,2,1,House,-38.1333,145.5167
604,WERRIBEE 20 Deutgam Street VIC 3030,480,3,2,4,House,-37.8887,144.726
605,MERNDA 11 Greig Drive VIC 3754,540,4,2,2,House,-37.6,145.15
606,OFFICER 10 Kallista Circuit VIC 3809,500,4,2,2,House,-38.0592,145.4095
607,ASCOT VALE 9 Haven Crescent VIC 3032,590,3,2,1,House,-37.7808,144.9354
608,NEWPORT 4/5 Grieves Street VIC 3015,690,3,2,3,House,-37.8302,144.8709
609,NEWPORT 11 Davies Street VIC 3015,750,4,2,4,House,-37.8302,144.8709
610,MANOR LAKES 14 Firecrest Road VIC 3024,400,4,2,2,House,-37.8291,144.5622
611,WILLIAMSTOWN 106 Stevedore Street VIC 3016,600,3,2,1,House,-37.857,144.8977
612,PRESTON 437 Gilbert Road VIC 3072,750,3,1,1,House,-37.75,145.0167
613,RICHMOND 7/65 York Street VIC 3121,350,1,1,1,House,-37.8271,145.0064
614,MANOR LAKES 44 Amaretto Circuit VIC 3024,360,3,2,1,House,-37.8291,144.5622
615,DROUIN 106 Longwarry Road VIC 3818,550,3,2,3,House,-38.1561,145.8431
616,MANOR LAKES 26 Truffle Circuit VIC 3024,500,5,2,2,House,-37.8291,144.5622
617,PAKENHAM 1 Leigh Drive VIC 3810,650,3,2,8,House,-38.1333,145.5167
618,ESSENDON 20/18 Raleigh Street VIC 3040,370,2,1,1,House,-37.7538,144.8883
619,NEWPORT 6 Loft Reserve Road VIC 3015,600,3,2,1,House,-37.8302,144.8709
620,CRANBOURNE NORTH 6 Bronson Circuit VIC 3977,545,4,2,2,House,-38.1375,145.2744
621,OFFICER 60 Heathcote Grove VIC 3809,440,3,2,1,House,-38.0592,145.4095
622,ST KILDA EAST 17 Empress Rd VIC 3183,750,3,1,0,House,-37.8692,144.9977
623,CARLTON 106 Keppel Street VIC 3053,730,2,2,1,House,-37.8004,144.9684
624,CARLTON 40 Dorrit Street VIC 3053,625,2,2,0,House,-37.8004,144.9684
625,FLINDERS 440 Keys Road VIC 3929,4000,6,4,2,House,-38.4739,145.019
626,CARNEGIE 87 Mimosa Road VIC 3163,1200,4,2,3,House,-37.8895,145.0581
627,OFFICER 45 Koba Way VIC 3809,520,4,2,2,House,-38.0592,145.4095
628,PRAHRAN 12 Bayview Street VIC 3181,720,3,1,3,House,-37.853,144.9929
629,SOUTH YARRA 76 Millswyn Street VIC 3141,1700,2,2,1,House,-37.8333,144.9833
630,BRIGHTON 41 Bay Street VIC 3186,1490,4,2,2,House,-37.9057,145.0067
631,FAWKNER 46 Mutton Road VIC 3060,420,3,1,2,House,-37.7167,144.9667
632,ARMADALE 4a Fetherston Street VIC 3143,2200,3,2,2,House,-37.85,145.0333
633,WINDSOR 124 Punt Road VIC 3181,795,4,2,2,House,-37.853,144.9929
634,COBURG 40 Higinbotham Street VIC 3058,560,3,1,2,House,-37.75,144.9667
635,CANTERBURY 22 Daphne Street VIC 3126,50,4,2,2,House,-37.8247,145.0848
636,ST KILDA 12 Gurner Street VIC 3182,1750,4,2,1,House,-37.8633,144.9802
637,TOORAK 9 Tyalla Crescent VIC 3142,795,3,2,2,House,-37.8416,145.0177
638,BALWYN NORTH 83 Clifton Street VIC 3104,650,4,1,2,House,-37.7909,145.0939
639,MALVERN 22 Ethel Street VIC 3144,1750,5,2,2,House,-37.8512,145.0317
640,GLEN IRIS 6 Kenilworth Grove VIC 3146,650,3,1,3,House,-37.8599,145.0549
641,MOUNT WAVERLEY 478 Highbury Road VIC 3149,640,3,1,3,House,-37.8771,145.1294
642,FRANKSTON 145 Cranbourne Frankston Road VIC 3199,500,3,1,3,House,-38.1333,145.1333
643,OAKLEIGH 30 Oxford St VIC 3166,990,4,1,4,House,-37.8995,145.0811
644,RINGWOOD NORTH 1 Belle Vue Avenue VIC 3134,480,3,1,0,House,-37.7667,145.25
645,FLEMINGTON 12 Ascot Vale Road VIC 3031,470,2,1,1,House,-37.7899,144.9226
646,GISBORNE 4 Watt Street VIC 3437,590,3,2,2,House,-37.4886,144.5942
647,SUNSHINE WEST 9 Rautman Crescent VIC 3020,415,3,2,2,House,-37.775,144.8333
648,MARIBYRNONG 45 Cedar Drive VIC 3032,895,4,2,2,House,-37.7808,144.9354
649,BONBEACH 24 Cannes Avenue VIC 3196,580,4,1,4,House,-38.0372,145.1097
650,EUMEMMERRING 32-34 Doveton Avenue VIC 3177,350,3,1,1,House,-37.9944331,145.2508601
651,TRUGANINA 49 Ionica Loop VIC 3029,450,4,2,2,House,-37.8826,144.7003
652,MELTON SOUTH 6 Hollybrook St VIC 3338,380,3,2,2,House,-37.7077,144.5749
653,STRATHTULLOH 19 Selbourne Street VIC 3338,420,4,2,2,House,-37.7077,144.5749
654,THORNHILL PARK 9 Houston Drive VIC 3335,420,4,2,2,House,46.4194,14.6936
655,NARRE WARREN 1 Juncus Street VIC 3805,520,4,3,2,House,-38.0298,145.3034
656,ELWOOD 102 Mitford Street VIC 3184,775,2,1,0,House,-37.8809,144.9855
657,HAMPTON PARK 1/26 Beckington Crescent VIC 3976,360,3,1,1,House,-38.0333,145.25
658,ENDEAVOUR HILLS 4 Bedford Court VIC 3802,410,3,1,2,House,-37.977,145.2587
659,GISBORNE 8 Morrow Road VIC 3437,480,3,1,0,House,-37.4886,144.5942
660,MERNDA 7 Underhill Road VIC 3754,450,3,2,2,House,-37.6,145.15
661,MORNINGTON 15 Inglis Street VIC 3931,580,3,1,1,House,-38.2167,145.0333
662,POINT COOK 6 Evesham Drive VIC 3030,470,4,2,2,House,-37.8887,144.726
663,KALORAMA 11 Rosemont Crescent VIC 3766,600,3,2,2,House,-37.8167,145.3667
664,CLAYTON SOUTH 41 Bellavista Crescent VIC 3169,460,3,1,2,House,-37.9431,145.106
665,BONNIE BROOK 76 Gibsons Circuit VIC 3335,420,3,2,2,House,46.4194,14.6936
666,COBURG 504/14-20 Nicholson Street VIC 3058,350,1,1,1,House,-37.75,144.9667
667,BENTLEIGH 13 Gordon Street VIC 3204,640,3,1,2,House,46.3375,15.2264
668,GISBORNE 17 Alcheringa Court VIC 3437,700,4,2,2,House,-37.4886,144.5942
669,GOWANBRAE 5/2 Lanark Way VIC 3043,440,3,2,2,House,-37.7013,144.881
670,CRAIGIEBURN 23 Meyers Walk VIC 3064,380,2,2,1,House,-37.5588,144.9124
671,ROWVILLE 18 Carrara Rd VIC 3178,430,3,1,2,House,-37.9333,145.2333
672,HOPPERS CROSSING 1A Lyndall Court VIC 3029,375,3,2,1,House,-37.8798164,144.6883791
673,SUNBURY 12 Jersey Drive VIC 3429,520,4,2,2,House,-37.5774,144.7261
674,ASCOT VALE 188 St Leonards Road VIC 3032,600,3,2,2,House,-37.7808,144.9354
675,PAKENHAM 19 Cohens Way VIC 3810,420,3,2,2,House,-38.1333,145.5167
676,TULLAMARINE 1/131 Mickleham Road VIC 3043,350,2,1,1,House,-37.7013,144.881
677,OFFICER 11 Flanagan Avenue VIC 3809,500,4,2,2,House,-38.0592,145.4095
678,CROYDON NORTH 7 Turkeith Crescent VIC 3136,30,3,1,2,House,-37.7744,145.2756
679,NARRE WARREN 11 Balcombe Court VIC 3805,420,3,2,2,House,-38.0298,145.3034
680,FAWKNER 4 Somerlayton Crescent VIC 3060,380,3,1,1,House,-37.7167,144.9667
681,CARRUM DOWNS 10 Woodvale Drive VIC 3201,460,3,2,2,House,46.2945,15.2431
682,MOUNT ELIZA 28 Mcgown Road VIC 3930,1300,4,2,2,House,-38.1943,145.0926
683,OAKLEIGH 19 Regent Street VIC 3166,550,3,2,1,House,-37.8995,145.0811
684,OFFICER SOUTH 62 Leeson Street VIC 3809,390,3,2,1,House,-38.0592,145.4095
685,FRANKSTON 16 Macorna Street VIC 3199,440,3,1,2,House,-38.1333,145.1333
686,DANDENONG NORTH 33 Kandra Street VIC 3175,550,4,2,2,House,-37.9833,145.2
687,SOUTH MORANG 50 Le Page Run VIC 3752,540,4,2,2,House,-37.65,145.1
688,OFFICER 8 Juniper Street VIC 3809,400,3,2,1,House,-38.0592,145.4095
689,NEWPORT 29 Collingwood Road VIC 3015,760,3,2,1,House,-37.8302,144.8709
690,SUNBURY 145 PHILLIP DRIVE VIC 3429,435,4,2,2,House,-37.5774,144.7261
691,RYE 5 Grandview Avenue VIC 3941,875,4,4,4,House,-38.4141,144.8244
692,WEIR VIEWS 18 Pegasus Drive VIC 3338,430,4,2,2,House,-37.7077,144.5749
693,ENDEAVOUR HILLS 91 Shetland Street VIC 3802,390,3,1,1,House,-37.977,145.2587
694,MELTON SOUTH 52 Childs Street VIC 3338,370,4,1,2,House,-37.7077,144.5749
695,DEANSIDE 14 Valiant Street VIC 3336,480,4,2,2,House,-37.0,145.0
696,FRANKSTON NORTH 21 Monterey Boulevard VIC 3200,360,3,1,3,House,-38.1213,145.1552
697,CRANBOURNE WEST 79 Morningside Boulevard VIC 3977,485,3,2,2,House,-38.1375,145.2744
698,COBURG 181 Munro Street VIC 3058,500,3,1,1,House,-37.75,144.9667
699,GISBORNE 45 Sunny Park Close VIC 3437,470,3,2,2,House,-37.4886,144.5942
700,BRUNSWICK EAST 8 Jenkin Street VIC 3057,925,2,2,1,House,-37.7603,144.9502
701,VERMONT SOUTH 31 Mont Court VIC 3133,525,3,2,2,House,-37.8362,145.1943
702,OAK PARK 2 Nerissa Grove VIC 3046,495,2,2,2,House,-37.7,144.9333
703,SUNSHINE WEST 6 Struga Road VIC 3020,580,5,2,2,House,-37.775,144.8333
704,CHELTENHAM 48 Tulip Grove VIC 3192,570,3,1,4,House,-37.9694,145.0481
705,ALBION 10 Merlow Street VIC 3020,440,3,2,2,House,-37.775,144.8333
706,CROYDON NORTH 3 Hanwell Court VIC 3136,650,4,2,2,House,-37.7744,145.2756
707,ROWVILLE 60 Simon Avenue VIC 3178,590,5,2,4,House,-37.9333,145.2333
708,EAST GEELONG 3 Boyne Avenue VIC 3219,560,4,2,1,House,-38.1662,144.3943
709,COBURG 12 Rolland Street VIC 3058,575,2,1,0,House,-37.75,144.9667
710,WYNDHAM VALE 5 Farrier Road VIC 3024,450,4,2,0,House,-37.8291,144.5622
711,MOONEE PONDS 28 Elizabeth Street VIC 3039,530,2,1,0,House,-37.7667,144.9167
712,"DROUIN 4/Lot 5, 39 Weebar Road VIC 3818",350,2,1,1,House,-38.1561,145.8431
713,DROUIN 2 Chaucer Way VIC 3818,460,4,2,2,House,-38.1561,145.8431
714,MOONEE PONDS 19 Severn Street VIC 3039,420,2,1,0,House,-37.7667,144.9167
715,TRAFALGAR 64 Davey Drive VIC 3824,495,4,2,2,House,-38.2091,146.1535
716,OFFICER 70 Babar Drive VIC 3809,450,3,2,2,House,-38.0592,145.4095
717,SOUTH MELBOURNE 13 Tribe Street VIC 3205,1400,3,2,0,House,46.3817,15.2958
718,TRUGANINA 10 Galactic Way VIC 3029,570,4,3,2,House,-37.8826,144.7003
719,BEECHWORTH 6 Loch Street VIC 3747,500,3,1,0,House,-36.3416,146.7067
720,WARRAGUL 3 Kokoda Street VIC 3820,395,3,1,1,House,-38.1591,145.9312
721,BRUNSWICK 14 Lanark Street VIC 3056,950,4,2,1,House,-37.7667,144.9667
722,WARRAGUL 21 Hampton Drive VIC 3820,540,4,2,2,House,-38.1591,145.9312
723,MOUNT ELIZA 7 Dolphin Street VIC 3930,740,4,2,2,House,-38.1943,145.0926
724,BLACKBURN SOUTH 1/50 Lawrence Street VIC 3130,770,4,3,1,House,-37.8232,145.1511
725,FRANKSTON NORTH 287 Frankston Dandenong Road VIC 3200,360,3,1,1,House,-38.1213,145.1552
726,BERWICK 9 Montmorency Avenue VIC 3806,520,4,2,2,House,-38.0,145.35
727,FOREST HILL 6 Bogong Court VIC 3131,430,3,1,1,House,-37.8275,145.1739
728,CAROLINE SPRINGS 36 Arroyo Place VIC 3023,440,3,2,2,House,-37.7541,144.7651
729,CAROLINE SPRINGS 3 Fawkner Place VIC 3023,500,5,2,2,House,-37.7541,144.7651
730,DELAHEY 3 Buninyong Way VIC 3037,440,3,2,2,House,-37.7034,144.7619
731,STRATHTULLOH 21 Wembley Avenue VIC 3338,395,3,2,2,House,-37.7077,144.5749
732,WERRIBEE 17 Somerset Close VIC 3030,325,3,1,1,House,-37.8887,144.726
733,VERMONT 38 Woodcrest Rd VIC 3133,450,4,1,2,House,-37.8362,145.1943
734,BRUNSWICK 9 Fallon Street VIC 3056,730,3,1,1,House,-37.7667,144.9667
735,ALPHINGTON 55 Keith Street VIC 3078,670,3,1,2,House,-37.7829,145.0226
736,WOODEND 16 Tree Change Way VIC 3442,530,4,2,2,House,-37.3174,144.5993
737,DEANSIDE 12 Chateau Promenade VIC 3336,435,4,2,1,House,-37.0,145.0
738,VERMONT 6 Lexington Street VIC 3133,395,2,1,1,House,-37.8362,145.1943
739,WERRIBEE SOUTH 2 Maimones Road VIC 3030,280,2,1,3,House,-37.8887,144.726
740,WOLLERT 27 Walkhill Drive VIC 3750,550,4,2,4,House,-37.5833,145.0333
741,MOUNT EVELYN 8A Birmingham Road VIC 3796,250,1,1,1,House,-37.7833,145.3833
742,WARRAGUL 17 Kendal Avenue VIC 3820,450,3,2,2,House,-38.1591,145.9312
743,WARRAGUL 30 Parkhead Circuit VIC 3820,400,3,1,2,House,-38.1591,145.9312
744,CLAYTON SOUTH 3 Beswick Street VIC 3169,420,3,1,3,House,-37.9431,145.106
745,DANDENONG NORTH 14 Boronia Avenue VIC 3175,390,3,1,0,House,-37.9833,145.2
746,WARRAGUL 67 Silkwood Drive VIC 3820,495,4,2,2,House,-38.1591,145.9312
747,NEWPORT 20 Elphin Street VIC 3015,475,3,1,1,House,-37.8302,144.8709
748,POINT COOK 11 Aruba Avenue VIC 3030,460,4,2,2,House,-37.8887,144.726
749,POINT COOK 22 Gardener Drive VIC 3030,400,3,2,1,House,-37.8887,144.726
750,GREENVALE 32 Lucy Crescent VIC 3059,650,4,2,2,House,-37.6333,144.8667
751,DOREEN 12 Sukarna Court VIC 3754,520,4,2,2,House,-37.6,145.15
752,CARRUM DOWNS 53 Clifton Park Drive VIC 3201,550,3,2,2,House,46.2945,15.2431
753,WERRIBEE 4/11 Edgar Street VIC 3030,300,2,1,1,House,-37.8887,144.726
754,NORTH MELBOURNE 4 Gardiner Street VIC 3051,580,3,1,1,House,-37.8029,144.9482
755,CLAYTON 2/27 Bettina Street VIC 3168,550,3,2,1,House,-37.9167,145.1333
756,CHELTENHAM 6 Garfield Street VIC 3192,585,3,1,2,House,-37.9694,145.0481
757,WARRAGUL 7 Tambo Drive VIC 3820,495,4,2,4,House,-38.1591,145.9312
758,OFFICER 19 Rix Road VIC 3809,520,4,2,2,House,-38.0592,145.4095
759,BROADMEADOWS 1 Rodney Court VIC 3047,490,3,2,2,House,-37.6708,144.9354
760,TEMPLESTOWE 115 Atkinson Street VIC 3106,450,3,1,2,House,-37.75,145.1167
761,CLYDE 21 Pump House Crescent VIC 3978,500,4,2,2,House,-38.1333,145.3333
762,CAULFIELD 13 Anderson Street VIC 3162,750,3,1,3,House,-37.8914,145.0254
763,WYNDHAM VALE 98 Millbrook Drive VIC 3024,370,3,2,1,House,-37.8291,144.5622
764,NOBLE PARK 4/21-23 Kelvinside Rd VIC 3174,600,4,3,2,House,-37.9667,145.1667
765,TRUGANINA 14 Mingay Close VIC 3029,400,3,1,1,House,-37.8826,144.7003
766,PAKENHAM 15 Wendy Way VIC 3810,480,4,2,2,House,-38.1333,145.5167
767,BRUNSWICK 100 Union Street VIC 3056,920,3,2,2,House,-37.7667,144.9667
768,KINGS PARK 24 Gum Road VIC 3021,520,4,2,0,House,-37.7371,144.8283
769,WERRIBEE 17 Kasem Drive VIC 3030,450,3,2,2,House,-37.8887,144.726
770,TRUGANINA 10 Sahara Way VIC 3029,380,3,2,1,House,-37.8826,144.7003
771,PAKENHAM 34 Ashford Drive VIC 3810,445,3,2,2,House,-38.1333,145.5167
772,PAKENHAM 9 Niseko Crescent VIC 3810,480,4,2,2,House,-38.1333,145.5167
773,BRIGHTON 5 Budd Street VIC 3186,1250,3,2,2,House,-37.9057,145.0067
774,RESERVOIR 40 Andrews Avenue VIC 3073,400,3,1,2,House,-37.7167,145.0
775,WERRIBEE 68 Dawley Circuit VIC 3030,380,4,2,2,House,-37.8887,144.726
776,WANTIRNA 2 Balmain Court VIC 3152,470,3,1,2,House,-37.85,145.2167
777,BEECHWORTH 27 Hayes Drive VIC 3747,600,4,2,2,House,-36.3416,146.7067
778,MERNDA 10 Plough Street VIC 3754,450,4,2,2,House,-37.6,145.15
779,CRANBOURNE NORTH 35 Freshfields Drive VIC 3977,450,3,2,1,House,-38.1375,145.2744
780,GLADSTONE PARK 63 South Circular Road VIC 3043,400,3,1,4,House,-37.7013,144.881
781,AIRPORT WEST 85 Moore Road VIC 3042,420,3,1,1,House,-37.7247,144.8813
782,CLYDE NORTH 7 Sunlight Avenue VIC 3978,475,4,2,2,House,-38.1333,145.3333
783,CAROLINE SPRINGS 8 Mt Eccles Place VIC 3023,600,4,2,2,House,-37.7541,144.7651
784,WYNDHAM VALE 37 Stream Road VIC 3024,420,4,2,2,House,-37.8291,144.5622
785,YARRAVILLE 55 Powell Street VIC 3013,850,4,2,2,House,-37.8249,144.8708
786,COBURG 22 Linda Street VIC 3058,520,2,1,0,House,-37.75,144.9667
787,WEST MELBOURNE 228 Adderley Street VIC 3003,900,3,2,1,House,-37.8101,144.95
788,CARLTON 49 Macarthur Place VIC 3053,580,2,1,0,House,-37.8004,144.9684
789,NARRE WARREN SOUTH 60 Fleet Street VIC 3805,480,4,2,2,House,-38.0298,145.3034
790,DROUIN 32 Horsetail Way VIC 3818,420,3,2,1,House,-38.1561,145.8431
791,WERRIBEE 29 Anderson Street VIC 3030,280,2,1,2,House,-37.8887,144.726
792,MAIDSTONE 1/15 Cambridge Street VIC 3012,415,3,1,2,House,-37.8302,144.8709
793,YARRAVILLE 47 Benbow Street VIC 3013,500,3,1,2,House,-37.8249,144.8708
794,GLENROY 2/39 Beatty Avenue VIC 3046,470,3,2,1,House,-37.7,144.9333
795,TARNEIT 4 Bianca Boulevard VIC 3029,370,3,2,2,House,-37.8826,144.7003
796,WERRIBEE 3/20-22 Retreat Place VIC 3030,370,3,1,2,House,-37.8887,144.726
797,COBURG 46 Devon Avenue VIC 3058,515,3,1,2,House,-37.75,144.9667
798,HOPPERS CROSSING 2 Beverley Court VIC 3029,350,3,2,2,House,-37.0,145.0
799,SPRINGVALE 3 Thames Avenue VIC 3171,420,3,1,1,House,-37.9457,145.1581
800,DARLEY 8 Valentina Drive VIC 3340,400,4,2,2,House,-37.7199,144.3727
801,WILLIAMSTOWN 8A Jobson Street VIC 3016,700,3,2,2,House,-37.857,144.8977
802,WERRIBEE 8 Radisson Crescent VIC 3030,420,4,2,2,House,-37.8887,144.726
803,LANGWARRIN 5 Elana Court VIC 3910,650,4,2,2,House,-38.1667,145.1667
804,PAKENHAM 29 Stable Street VIC 3810,550,4,2,2,House,-38.1333,145.5167
805,THOMASTOWN 9 Currajong Street VIC 3074,400,3,1,5,House,-37.6833,145.0167
806,CHELTENHAM 22A Heather Grove VIC 3192,560,2,2,2,House,-37.9694,145.0481
807,BAYSWATER NORTH 13 Westwood Drive VIC 3153,480,3,2,2,House,-37.85,145.2667
808,COBURG 8 Sargood Street VIC 3058,750,5,1,0,House,-37.75,144.9667
809,HARKNESS 2 Oakpark Drive VIC 3337,380,3,2,1,House,-37.6,144.6
810,COBURG 29 Rose Street VIC 3058,995,6,2,2,House,-37.75,144.9667
811,NORTHCOTE 2 Vauxhall Road VIC 3070,850,3,1,1,House,-37.7667,145.0
812,BUNYIP 17 Abeckett Road VIC 3815,460,3,2,2,House,-38.0719,145.6943
813,SEDDON 14 Junction Street VIC 3011,420,2,1,0,House,-37.7995,144.8963
814,MERNDA 9 Balvicar Way VIC 3754,405,4,2,2,House,-37.6,145.15
815,PRAHRAN 12 Gertrude Street VIC 3181,795,3,1,1,House,-37.853,144.9929
816,COBURG 129 Shaftsbury Street VIC 3058,625,3,2,0,House,-37.75,144.9667
817,WERRIBEE 4 Swan Street VIC 3030,370,4,1,2,House,-37.8887,144.726
818,ROCKBANK 7 Restful Way VIC 3335,420,4,2,2,House,46.4194,14.6936
819,BUNDOORA 15 Balmoral Avenue VIC 3083,549,3,1,3,House,-37.7062,145.0474
820,HOPPERS CROSSING 9 Dawe Court VIC 3029,330,3,1,1,House,-37.0,145.0
821,GLEN IRIS 44 Maitland Street VIC 3146,550,4,1,1,House,-37.8599,145.0549
822,MENTONE 37 Beach Road VIC 3194,900,3,2,2,House,-37.9833,145.0667
823,WARRNAMBOOL 13 Bradley Street VIC 3280,350,3,1,0,House,-37.0,145.0
824,BEAUMARIS 6 Rosemary Rd VIC 3193,1100,4,3,2,House,-37.9736,145.0164
825,FRANKSTON NORTH 377 Frankston-Dandenong Road VIC 3200,400,3,1,2,House,-38.1213,145.1552
826,MCKINNON 16 Mckinnon Road VIC 3204,610,3,1,0,House,46.3375,15.2264
827,SPRINGVALE 1/31 Lightwood Road VIC 3171,555,3,2,2,House,-37.9457,145.1581
828,KNOXFIELD 1 Honeypot Close VIC 3180,600,3,2,2,House,-37.8898,145.2496
829,HEIDELBERG WEST 17 Derna Street VIC 3081,460,3,1,2,House,-37.7531,145.0385
830,DEANSIDE 9 Annabel Street VIC 3336,480,4,2,2,House,-37.0,145.0
831,OFFICER 2 Ryeburn Street VIC 3809,570,4,2,2,House,-38.0592,145.4095
832,CAULFIELD SOUTH 3 Bent Street VIC 3162,695,4,2,2,House,-37.8914,145.0254
833,WARRAGUL 193 Bowen Street VIC 3820,1956,4,2,2,House,-38.1591,145.9312
834,MOONEE PONDS 3 Albert Street VIC 3039,570,2,2,0,House,-37.7667,144.9167
835,CHELSEA 1/12 Berwen Street VIC 3196,660,3,1,1,House,-38.0372,145.1097
836,MOONEE PONDS 30 Ngarveno Street VIC 3039,595,3,1,1,House,-37.7667,144.9167
837,FRANKSTON NORTH 48 Pine Street VIC 3200,415,3,1,2,House,-38.1213,145.1552
838,FRANKSTON SOUTH 20 Hamilton Grove VIC 3199,520,4,1,2,House,-38.1333,145.1333
839,CARLTON 106 Palmerston Street VIC 3053,630,3,1,0,House,-37.8004,144.9684
840,DANDENONG NORTH 1471 HEATHERTON ROAD VIC 3175,470,3,1,2,House,-37.9833,145.2
841,PAKENHAM 10 Shirley Street VIC 3810,460,4,2,2,House,-38.1333,145.5167
842,ALTONA NORTH 42A The Broadway VIC 3025,560,3,2,1,House,-37.8349,144.8474
843,PAKENHAM 65 Lakeside Blvd VIC 3810,450,3,3,1,House,-38.1333,145.5167
844,MOUNT DUNEED 56 Grevillea Drive VIC 3217,495,4,2,3,House,-38.2583,144.3083
845,YARRAVILLE 23 Mill Avenue VIC 3013,710,3,2,2,House,-37.8249,144.8708
846,BENTLEIGH EAST 60 Wingate Street VIC 3165,600,3,2,3,House,-37.9201,145.0599
847,SUNBURY 5 Bridle Street VIC 3429,580,4,2,2,House,-37.5774,144.7261
848,WANTIRNA SOUTH 23 Fraser Crescent VIC 3152,505,4,2,2,House,-37.85,145.2167
849,WANTIRNA 2/29 Gresford Road VIC 3152,430,3,1,2,House,-37.85,145.2167
850,TARNEIT 1/54 Oreilly Road VIC 3029,370,2,1,1,House,-37.8826,144.7003
851,CRANBOURNE 28 Grace Street VIC 3977,400,3,1,1,House,-38.1375,145.2744
852,FERNTREE GULLY 1 Cinerea Avenue VIC 3156,420,3,1,1,House,-37.909,145.2977
853,CAULFIELD NORTH 48 Halstead Street VIC 3161,680,5,3,2,House,-37.8755559,145.0288672
854,NORTH MELBOURNE 138 Curzon Street VIC 3051,595,3,1,0,House,-37.8029,144.9482
855,BRUNSWICK WEST 20 Hamilton Street VIC 3055,720,3,1,0,House,-37.7603,144.9502
856,BERWICK 6 Poa Mews VIC 3806,385,2,1,1,House,-38.0,145.35
857,SOMERVILLE 6 Cabernet Drive VIC 3912,500,3,2,2,House,-38.2186,145.2182
858,CLYDE NORTH 26 Freiberger Grove VIC 3978,485,4,2,2,House,-38.1333,145.3333
859,TRUGANINA 14 Jura Street VIC 3029,400,3,2,2,House,-37.8826,144.7003
860,DOREEN 32 Peterborough Drive VIC 3754,450,4,2,2,House,-37.6,145.15
861,WANTIRNA 24 St Clair Road VIC 3152,430,3,1,4,House,-37.85,145.2167
862,COBURG 41 Linsey Street VIC 3058,520,3,1,0,House,-37.75,144.9667
863,BORONIA 1 Valerie Street VIC 3155,425,3,1,0,House,-37.8667,145.2833
864,NARRE WARREN 97 Darling Way VIC 3805,440,3,1,0,House,-38.0298,145.3034
865,STRATHTULLOH 6 Jasper Way VIC 3338,380,3,2,2,House,-37.7077,144.5749
866,CLIFTON HILL 81 Spensley Street VIC 3068,990,3,2,2,House,-37.7865,144.9897
867,WODONGA 6 Bower Place VIC 3690,430,3,1,2,House,-36.0997,146.802
868,BENTLEIGH EAST 82 East Boundary Road VIC 3165,615,3,2,3,House,-37.9201,145.0599
869,BRUNSWICK 30 Warne Street VIC 3056,620,2,2,1,House,-37.7667,144.9667
870,ASCOT VALE 85A The Parade VIC 3032,680,3,2,2,House,-37.7808,144.9354
871,WERRIBEE 4 Moonie Court VIC 3030,330,3,1,2,House,-37.8887,144.726
872,COBURG NORTH 26 De Chene Parade VIC 3058,550,3,1,2,House,-37.75,144.9667
873,SPRINGVALE 30 Victoria Avenue VIC 3171,430,3,1,2,House,-37.9457,145.1581
874,MOUNT WAVERLEY 21 Bond Street VIC 3149,750,5,3,2,House,-37.8771,145.1294
875,KENSINGTON 19 Henry Street VIC 3031,950,4,3,0,House,-37.7899,144.9226
876,BULLEEN 15 The Crest VIC 3105,500,3,1,2,House,-37.7667,145.0833
877,MOUNT ELIZA 5 Yewers Avenue VIC 3930,635,4,2,2,House,-38.1943,145.0926
878,BENTLEIGH EAST 23 Normdale Road VIC 3165,490,4,2,2,House,-37.9201,145.0599
879,OFFICER 10 Finnegan Way VIC 3809,520,4,2,2,House,-38.0592,145.4095
880,HEIDELBERG WEST 28 Buna Street VIC 3081,0,2,1,1,House,-37.7531,145.0385
881,SUNSHINE WEST 28 Murray Street VIC 3020,430,3,2,4,House,-37.775,144.8333
