address,price,beds,baths,parking,propertyTypeFormatted
THOMASTOWN 9 Currajong Street VIC 3074,400,3,1,5,House
CHELTENHAM 22A Heather Grove VIC 3192,560,2,2,2,House
BAYSWATER NORTH 13 Westwood Drive VIC 3153,480,3,2,2,House
COBURG 8 Sargood Street VIC 3058,750,5,1,0,House
HARKNESS 2 Oakpark Drive VIC 3337,380,3,2,1,House
COBURG 29 Rose Street VIC 3058,995,6,2,2,House
NORTHCOTE 2 Vauxhall Road VIC 3070,850,3,1,1,House
BUNYIP 17 Abeckett Road VIC 3815,460,3,2,2,House
SEDDON 14 Junction Street VIC 3011,420,2,1,0,House
MERNDA 9 Balvicar Way VIC 3754,405,4,2,2,House
PRAHRAN 12 Gertrude Street VIC 3181,795,3,1,1,House
COBURG 129 Shaftsbury Street VIC 3058,625,3,2,0,House
WERRIBEE 4 Swan Street VIC 3030,370,4,1,2,House
ROCKBANK 7 Restful Way VIC 3335,420,4,2,2,House
BUNDOORA 15 Balmoral Avenue VIC 3083,549,3,1,3,House
HOPPERS CROSSING 9 Dawe Court VIC 3029,330,3,1,1,House
GLEN IRIS 44 Maitland Street VIC 3146,550,4,1,1,House
MENTONE 37 Beach Road VIC 3194,900,3,2,2,House
WARRNAMBOOL 13 Bradley Street VIC 3280,350,3,1,0,House
BEAUMARIS 6 Rosemary Rd VIC 3193,1100,4,3,2,House
FRANKSTON NORTH 377 Frankston-Dandenong Road VIC 3200,400,3,1,2,House
MCKINNON 16 Mckinnon Road VIC 3204,610,3,1,0,House
SPRINGVALE 1/31 Lightwood Road VIC 3171,555,3,2,2,House
KNOXFIELD 1 Honeypot Close VIC 3180,600,3,2,2,House
HEIDELBERG WEST 17 Derna Street VIC 3081,460,3,1,2,House
DEANSIDE 9 Annabel Street VIC 3336,480,4,2,2,House
OFFICER 2 Ryeburn Street VIC 3809,570,4,2,2,House
CAULFIELD SOUTH 3 Bent Street VIC 3162,695,4,2,2,House
WARRAGUL 193 Bowen Street VIC 3820,1956,4,2,2,House
MOONEE PONDS 3 Albert Street VIC 3039,570,2,2,0,House
CHELSEA 1/12 Berwen Street VIC 3196,660,3,1,1,House
MOONEE PONDS 30 Ngarveno Street VIC 3039,595,3,1,1,House
FRANKSTON NORTH 48 Pine Street VIC 3200,415,3,1,2,House
FRANKSTON SOUTH 20 Hamilton Grove VIC 3199,520,4,1,2,House
CARLTON 106 Palmerston Street VIC 3053,630,3,1,0,House
DANDENONG NORTH 1471 HEATHERTON ROAD VIC 3175,470,3,1,2,House
PAKENHAM 10 Shirley Street VIC 3810,460,4,2,2,House
ALTONA NORTH 42A The Broadway VIC 3025,560,3,2,1,House
PAKENHAM 65 Lakeside Blvd VIC 3810,450,3,3,1,House
MOUNT DUNEED 56 Grevillea Drive VIC 3217,495,4,2,3,House
YARRAVILLE 23 Mill Avenue VIC 3013,710,3,2,2,House
BENTLEIGH EAST 60 Wingate Street VIC 3165,600,3,2,3,House
SUNBURY 5 Bridle Street VIC 3429,580,4,2,2,House
WANTIRNA SOUTH 23 Fraser Crescent VIC 3152,505,4,2,2,House
WANTIRNA 2/29 Gresford Road VIC 3152,430,3,1,2,House
TARNEIT 1/54 Oreilly Road VIC 3029,370,2,1,1,House
CRANBOURNE 28 Grace Street VIC 3977,400,3,1,1,House
FERNTREE GULLY 1 Cinerea Avenue VIC 3156,420,3,1,1,House
CAULFIELD NORTH 48 Halstead Street VIC 3161,680,5,3,2,House
NORTH MELBOURNE 138 Curzon Street VIC 3051,595,3,1,0,House
BRUNSWICK WEST 20 Hamilton Street VIC 3055,720,3,1,0,House
BERWICK 6 Poa Mews VIC 3806,385,2,1,1,House
SOMERVILLE 6 Cabernet Drive VIC 3912,500,3,2,2,House
CLYDE NORTH 26 Freiberger Grove VIC 3978,485,4,2,2,House
TRUGANINA 14 Jura Street VIC 3029,400,3,2,2,House
DOREEN 32 Peterborough Drive VIC 3754,450,4,2,2,House
WANTIRNA 24 St Clair Road VIC 3152,430,3,1,4,House
COBURG 41 Linsey Street VIC 3058,520,3,1,0,House
BORONIA 1 Valerie Street VIC 3155,425,3,1,0,House
NARRE WARREN 97 Darling Way VIC 3805,440,3,1,0,House
STRATHTULLOH 6 Jasper Way VIC 3338,380,3,2,2,House
CLIFTON HILL 81 Spensley Street VIC 3068,990,3,2,2,House
WODONGA 6 Bower Place VIC 3690,430,3,1,2,House
BENTLEIGH EAST 82 East Boundary Road VIC 3165,615,3,2,3,House
BRUNSWICK 30 Warne Street VIC 3056,620,2,2,1,House
ASCOT VALE 85A The Parade VIC 3032,680,3,2,2,House
WERRIBEE 4 Moonie Court VIC 3030,330,3,1,2,House
COBURG NORTH 26 De Chene Parade VIC 3058,550,3,1,2,House
SPRINGVALE 30 Victoria Avenue VIC 3171,430,3,1,2,House
MOUNT WAVERLEY 21 Bond Street VIC 3149,750,5,3,2,House
KENSINGTON 19 Henry Street VIC 3031,950,4,3,0,House
BULLEEN 15 The Crest VIC 3105,500,3,1,2,House
MOUNT ELIZA 5 Yewers Avenue VIC 3930,635,4,2,2,House
BENTLEIGH EAST 23 Normdale Road VIC 3165,490,4,2,2,House
OFFICER 10 Finnegan Way VIC 3809,520,4,2,2,House
HEIDELBERG WEST 28 Buna Street VIC 3081,00,2,1,1,House
SUNSHINE WEST 28 Murray Street VIC 3020,430,3,2,4,House
NEWPORT 55 River Street VIC 3015,440,2,1,0,House
FRANKSTON 3/44 Queen Street VIC 3199,560,4,2,2,House
COBURG 47 Bell Street VIC 3058,570,5,1,2,House
MALVERN EAST 10 Darling Road VIC 3145,899,5,2,2,House
SEAFORD 73 Kananook Avenue VIC 3198,680,4,2,2,House
NORTH MELBOURNE 136 Capel Street VIC 3051,640,3,1,0,House
BRIGHTON EAST 31 Primrose Crescent VIC 3187,520,2,1,2,House
WARRAGUL 23 Emberwood Road VIC 3820,495,4,2,2,House
CRANBOURNE 1/34 Circle Drive VIC 3977,470,3,2,2,House
WILLIAMSTOWN 125 Stevedore Street VIC 3016,530,2,1,1,House
POINT COOK 7 Selleck Drive VIC 3030,410,4,2,2,House
MERNDA 6 Cattlemen Way VIC 3754,460,4,2,2,House
GLADSTONE PARK 4 Elvin Close VIC 3043,470,3,1,4,House
PRESTON 15 Sylvester Grove VIC 3072,550,3,1,1,House
COBURG 37A Harding Street VIC 3058,625,4,2,0,House
SPRINGVALE SOUTH 3 Cooper Street VIC 3172,480,3,1,3,House
GISBORNE 47 Grant Avenue VIC 3437,470,3,2,2,House
DEANSIDE 1 Angul Parade VIC 3336,500,4,2,2,House
FRANKSTON NORTH 22 Lehmann Crescent VIC 3200,370,3,1,1,House
OAKLEIGH EAST 13 Elysium Crescent VIC 3166,430,3,1,3,House
FOREST HILL 3 Leddy Street VIC 3131,690,4,2,2,House
BEACONSFIELD 20 Copper Beech Road VIC 3807,515,4,2,2,House
SUNSHINE NORTH 9 Ball Street VIC 3020,350,3,1,1,House
WALLAN 18 Holly Drive VIC 3756,390,4,2,2,House
SPOTSWOOD 50 Hick Street VIC 3015,600,3,1,2,House
PRAHRAN 61 Chatsworth Road VIC 3181,600,2,2,1,House
RYE 7 Gawalla Street VIC 3941,625,3,2,2,House
FAWKNER 18 Bungay Street VIC 3060,450,3,1,5,House
BURNSIDE HEIGHTS 44 Mimosa Way VIC 3023,450,3,2,2,House
FITZROY NORTH 117 Rowe Street VIC 3068,790,3,1,0,House
WARRNAMBOOL 17 Shirley Grove VIC 3280,380,3,1,1,House
WERRIBEE 2/9 Valencia Lane VIC 3030,320,2,1,1,House
WEIR VIEWS 2 Shackell Street VIC 3338,390,4,2,2,House
BRUNSWICK WEST 126 Pearson Street VIC 3055,575,2,1,1,House
SANDRINGHAM 4 Cowper Street VIC 3191,2150,4,2,2,House
PORT MELBOURNE 25 Bridge Street VIC 3207,480,2,1,0,House
PAKENHAM 20 Bentley Court VIC 3810,430,3,2,1,House
CLYDE 29 Lucid Crescent VIC 3978,490,4,2,2,House
GLADSTONE PARK 2/8 Windermere Crescent VIC 3043,400,2,1,2,House
ST ALBANS 95 Atheldene Drive VIC 3021,340,3,1,2,House
NARRE WARREN 18 Nita Close VIC 3805,380,3,2,0,House
HAMPTON EAST 17 Katoomba Street VIC 3188,1100,5,3,4,House
BRUNSWICK 73 Albion Street VIC 3056,565,3,1,1,House
MAIDSTONE 131 Mitchell Street VIC 3012,350,3,1,1,House
GLENROY 11/70-74 Cardinal Road VIC 3046,395,2,1,1,House
DANDENONG NORTH 183 Rawdon Hill Drive VIC 3175,500,4,2,1,House
STRATHTULLOH 1 Hatfield Street VIC 3338,400,3,2,2,House
NORTH MELBOURNE 176 Chetwynd Street VIC 3051,500,2,1,0,House
COBBLEBANK 86 Riverside Con VIC 3338,410,4,2,2,House
ST KILDA 1 Neptune Street VIC 3182,850,3,1,1,House
WEIR VIEWS 3 Moroka Avenue VIC 3338,390,4,2,2,House
HILLSIDE 2 Santolin Drive VIC 3037,400,3,1,3,House
PAKENHAM 10 Hull Cresent VIC 3810,630,4,2,2,House
WARRAGUL 16 Tassel Drive VIC 3820,475,4,2,2,House
OAK PARK 5 Curie Avenue VIC 3046,400,3,1,3,House
OAKLEIGH 14 John Street VIC 3166,650,3,1,0,House
WEIR VIEWS 16 Barnato Street VIC 3338,410,4,2,2,House
HARKNESS 7 Maple Close VIC 3337,440,4,2,2,House
CAMBERWELL 128 Through Road VIC 3124,995,5,2,2,House
FAWKNER 1268 Sydney Road VIC 3060,395,3,1,2,House
RICHMOND 133 Buckingham Street VIC 3121,600,2,1,0,House
EYNESBURY 3 Elmore Avenue VIC 3338,450,4,2,2,House
MONT ALBERT 80 Victoria Crescent VIC 3127,540,4,1,2,House
BRUNSWICK WEST 27 Daly Street VIC 3055,580,2,1,0,House
KEW 38 Vaughan Cres VIC 3101,700,3,2,2,House
MALVERN EAST 244 Waverley Road VIC 3145,750,3,1,1,House
ASCOT VALE 38 Bank Street VIC 3032,490,2,1,1,House
DEVON MEADOWS 18 Olive Road VIC 3977,800,3,1,4,House
BERWICK 3 Penrith Court VIC 3806,550,4,2,1,House
WERRIBEE 182 Tarneit Road VIC 3030,325,3,1,1,House
MARIBYRNONG 107 Raleigh Road VIC 3032,725,5,3,2,House
WERRIBEE 28 Nantilla Crescent VIC 3030,495,4,2,4,House
WYNDHAM VALE 26 Lansell Road VIC 3024,355,4,2,4,House
HAMPTON 8 Banks Avenue VIC 3188,770,3,1,1,House
SANDRINGHAM 24 Dreadnought Street VIC 3191,1800,4,3,2,House
ATTWOOD 199 Erinbank Crescent VIC 3049,390,3,1,2,House
KEW 73A Brougham Street VIC 3101,725,3,2,1,House
TEMPLESTOWE 36 Tuckers Road VIC 3106,820,4,2,2,House
FITZROY 10 Leicester Street VIC 3065,850,3,2,0,House
PRESTON 1-2/102 Murray Road VIC 3072,650,4,2,2,House
CANTERBURY 62 Wentworth Avenue VIC 3126,1025,4,2,2,House
HUGHESDALE 188 Kangaroo Road VIC 3166,750,4,2,2,House
GLEN WAVERLEY 15 Tobias Avenue VIC 3150,650,5,3,2,House
KEW 36 Cypress Way VIC 3101,1495,4,4,2,House
BURWOOD 46 McIntyre Street VIC 3125,590,4,2,3,House
HAWTHORN 493 Glenferrie Road VIC 3122,3500,4,3,4,House
KEW 7 Lower Drive VIC 3101,1500,4,2,3,House
OAKLEIGH 13 Hilbert Court VIC 3166,620,3,1,2,House
PRAHRAN 3 Albert Street VIC 3181,580,3,1,0,House
CARLTON 22 Dorrit Street VIC 3053,1100,3,2,2,House
RICHMOND 29 Berry Street VIC 3121,795,3,1,0,House
BENTLEIGH EAST 108 Marlborough Street VIC 3165,730,4,2,4,House
CARLTON 201 Cardigan VIC 3053,1450,5,3,0,House
FITZROY NORTH 29 Falconer Street VIC 3068,1000,3,1,1,House
