,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,address,price,beds,baths,parking,propertyTypeFormatted,latitudes,longitudes,coordinates,coord,school,train_station,fitness_gym,hospital,shopping_center,park
45,45,45,47,OAKLEIGH 41 Bishop Street VIC 3166,650,3,2,2,House,-37.8995,145.0811,"[145.0811, -37.8995]","[145.0811, -37.8995]",6705.9,845.7,1665.9,3840.8,1350.8,959.4
46,46,46,48,HUGHESDALE 15 Fintonia Street VIC 3166,680,3,2,2,House,-37.8995,145.0811,"[145.0811, -37.8995]","[145.0811, -37.8995]",6705.9,845.7,1665.9,3840.8,1350.8,959.4
47,47,47,49,CHADSTONE 1/26 Adrian Street VIC 3148,465,3,1,1,House,-37.8833,145.1167,"[145.1167, -37.8833]","[145.1167, -37.8833]",2903.2,1819.3,3564.6,2789.3,2653.2,922.9
48,48,48,50,OAKLEIGH SOUTH 1292 North Road VIC 3167,450,3,1,5,House,-37.9115538,145.1005469,"[145.1005469, -37.9115538]","[145.1005469, -37.9115538]",4087.4,473.7,1951.3,2192.0,2036.4,766.4
49,49,49,51,BULLEEN 127 Willow Bend VIC 3105,600,4,2,2,House,-37.7667,145.0833,"[145.0833, -37.7667]","[145.0833, -37.7667]",1568.6,3243.8,2876.9,3215.4,1767.0,1807.6
50,50,50,52,HIGHETT 34 Donald St VIC 3190,650,3,1,1,House,-37.9517,145.0394,"[145.0394, -37.9517]","[145.0394, -37.9517]",5491.7,671.7,1100.0,2370.4,505.5,1197.1
51,51,51,53,KEYSBOROUGH 242 Chandler Road VIC 3173,490,3,1,4,House,-37.9912,145.1739,"[145.1739, -37.9912]","[145.1739, -37.9912]",3522.7,3662.6,2990.3,2584.6,587.9,825.7
52,52,52,54,ABBOTSFORD 11 Turner Street VIC 3067,550,2,1,2,House,-37.8046,144.9998,"[144.9998, -37.8046]","[144.9998, -37.8046]",7600.5,846.1,719.2,1268.7,2600.4,839.4
53,53,53,55,SOUTH YARRA 10 Nicholson Street VIC 3141,600,2,1,0,House,-37.8333,144.9833,"[144.9833, -37.8333]","[144.9833, -37.8333]",8922.0,1444.3,2258.5,1686.2,1760.3,2438.6
54,54,54,56,PRAHRAN 7 Larnook Street VIC 3181,920,3,1,0,House,-37.853,144.9929,"[144.9929, -37.853]","[144.9929, -37.853]",11174.5,522.0,878.4,0.0,732.2,1399.2
55,55,55,57,CLIFTON HILL 173 Spensley Street VIC 3068,820,3,1,0,House,-37.7865,144.9897,"[144.9897, -37.7865]","[144.9897, -37.7865]",5109.7,726.8,2778.5,2719.6,3817.0,814.9
56,56,56,58,BRUNSWICK 78 Hope Street VIC 3056,620,2,1,0,House,-37.7667,144.9667,"[144.9667, -37.7667]","[144.9667, -37.7667]",1510.0,838.6,895.8,2281.8,1614.7,997.7
57,57,57,59,BALACLAVA 4 Nightingale Street VIC 3183,1050,4,3,1,House,-37.8692,144.9977,"[144.9977, -37.8692]","[144.9977, -37.8692]",8801.2,740.6,1818.7,176.2,1684.7,1184.2
58,58,58,60,SPRINGVALE SOUTH 2 Vella Court VIC 3172,500,3,2,2,House,-37.9827,145.1342,"[145.1342, -37.9827]","[145.1342, -37.9827]",2119.2,5618.6,5753.1,5202.6,307.4,414.5
59,59,59,61,CHADSTONE 11 Binalong Ave VIC 3148,525,3,1,3,House,-37.8833,145.1167,"[145.1167, -37.8833]","[145.1167, -37.8833]",2903.2,1819.3,3564.6,2789.3,2653.2,922.9
60,60,60,62,PRAHRAN 2 Anchor Place VIC 3181,1100,3,2,1,House,-37.853,144.9929,"[144.9929, -37.853]","[144.9929, -37.853]",11174.5,522.0,878.4,0.0,732.2,1399.2
61,61,61,63,ALPHINGTON 565 Heidelberg Road VIC 3078,600,3,3,2,House,-37.7829,145.0226,"[145.0226, -37.7829]","[145.0226, -37.7829]",6800.6,1181.2,847.9,680.2,2692.3,986.3
62,62,62,64,RIPPONLEA 7A Los Angeles Court VIC 3185,680,2,1,0,House,-37.8984,145.0088,"[145.0088, -37.8984]","[145.0088, -37.8984]",4348.0,766.7,1692.4,0.0,5071.7,2228.9
63,63,63,65,BEAUMARIS 286A Balcombe Rd VIC 3193,720,3,2,1,House,-37.9736,145.0164,"[145.0164, -37.9736]","[145.0164, -37.9736]",6646.2,3215.5,321.2,1444.3,4775.0,1258.9
64,64,64,66,CHADSTONE 11 Evans Street VIC 3148,590,3,2,2,House,-37.8833,145.1167,"[145.1167, -37.8833]","[145.1167, -37.8833]",2903.2,1819.3,3564.6,2789.3,2653.2,922.9
65,65,65,67,SOUTH YARRA 72 Oban Street VIC 3141,1300,3,2,2,House,-37.8333,144.9833,"[144.9833, -37.8333]","[144.9833, -37.8333]",8922.0,1444.3,2258.5,1686.2,1760.3,2438.6
66,66,66,68,WODONGA 1a Clarendon Avenue VIC 3690,585,3,2,2,House,-36.0997,146.802,"[146.802, -36.0997]","[146.802, -36.0997]",5506.1,292446.1,50058.4,10042.8,8547.6,7352.7
67,67,67,69,RICHMOND 24 Wertheim Street VIC 3121,625,2,2,1,House,-37.8271,145.0064,"[145.0064, -37.8271]","[145.0064, -37.8271]",10859.6,634.6,1006.2,1854.7,2233.0,388.3
68,68,68,70,SOUTH YARRA 19 Tivoli Road VIC 3141,530,2,1,0,House,-37.8333,144.9833,"[144.9833, -37.8333]","[144.9833, -37.8333]",8922.0,1444.3,2258.5,1686.2,1760.3,2438.6
69,69,69,71,WODONGA 1 Buckland Court VIC 3690,420,3,1,2,House,-36.0997,146.802,"[146.802, -36.0997]","[146.802, -36.0997]",5506.1,292446.1,50058.4,10042.8,8547.6,7352.7
70,70,70,72,MOONEE PONDS 12 Vine Street VIC 3039,650,3,1,1,House,-37.7667,144.9167,"[144.9167, -37.7667]","[144.9167, -37.7667]",3724.0,323.9,590.2,966.0,641.4,1347.0
71,71,71,73,OAK PARK 14 Forbes Grove VIC 3046,500,3,2,2,House,-37.7,144.9333,"[144.9333, -37.7]","[144.9333, -37.7]",10666.8,2129.4,2086.3,4158.5,4538.7,675.3
72,72,72,74,THORNBURY 146 Raleigh Street VIC 3071,850,3,2,1,House,-37.7583,145.0051,"[145.0051, -37.7583]","[145.0051, -37.7583]",6328.9,948.5,2628.8,2028.2,2224.9,1330.4
73,73,73,75,RICHMOND 2/94 Buckingham Street VIC 3121,600,2,1,1,House,-37.8271,145.0064,"[145.0064, -37.8271]","[145.0064, -37.8271]",10859.6,634.6,1006.2,1854.7,2233.0,388.3
74,74,74,77,WEIR VIEWS 27 Fellows Street VIC 3338,400,4,2,2,House,-37.7077,144.5749,"[144.5749, -37.7077]","[144.5749, -37.7077]",1358.8,21132.5,2968.9,4004.5,4093.1,78.4
75,75,75,79,BRUNSWICK EAST 250A Stewart Street VIC 3057,750,3,2,2,House,-37.7603,144.9502,"[144.9502, -37.7603]","[144.9502, -37.7603]",2004.8,1360.1,939.4,1291.1,2858.4,663.7
76,76,76,80,DEEPDENE 5 Whitehorse Road VIC 3103,850,4,3,3,House,-37.8117,145.081,"[145.081, -37.8117]","[145.081, -37.8117]",4434.0,1658.1,1799.0,2107.4,4037.3,871.6
77,77,77,81,MALVERN EAST 1 Thurso St VIC 3145,550,3,1,2,House,-37.874,145.0425,"[145.0425, -37.874]","[145.0425, -37.874]",7373.6,1264.1,4127.9,1766.3,915.4,1210.5
78,78,78,82,BRIGHTON EAST 26 Agnew St VIC 3187,675,2,1,1,House,-37.9014,145.0188,"[145.0188, -37.9014]","[145.0188, -37.9014]",3405.6,1886.5,1472.2,1198.2,5494.6,1808.0
79,79,79,83,SPRINGVALE 4 Woodward Street VIC 3171,700,4,2,6,House,-37.9457,145.1581,"[145.1581, -37.9457]","[145.1581, -37.9457]",4665.9,1012.0,1118.3,1398.9,3704.1,1541.9
80,80,80,84,KEYSBOROUGH 19 Somerset Drive VIC 3173,430,3,1,3,House,-37.9912,145.1739,"[145.1739, -37.9912]","[145.1739, -37.9912]",3522.7,3662.6,2990.3,2584.6,587.9,825.7
81,81,81,85,CANTERBURY 31 Bryson Street VIC 3126,1100,4,2,2,House,-37.8247,145.0848,"[145.0848, -37.8247]","[145.0848, -37.8247]",5001.0,401.5,2367.9,2451.2,3186.5,1886.2
82,82,82,86,COBURG 25 Francis Street VIC 3058,650,3,2,0,House,-37.75,144.9667,"[144.9667, -37.75]","[144.9667, -37.75]",3099.5,888.5,1617.6,1255.4,3204.2,1478.4
83,83,83,87,SOUTH YARRA 122 Hope Street VIC 3141,775,2,1,2,House,-37.8333,144.9833,"[144.9833, -37.8333]","[144.9833, -37.8333]",8922.0,1444.3,2258.5,1686.2,1760.3,2438.6
84,84,84,88,CLIFTON HILL 105 Field Street VIC 3068,950,4,2,1,House,-37.7865,144.9897,"[144.9897, -37.7865]","[144.9897, -37.7865]",5109.7,726.8,2778.5,2719.6,3817.0,814.9
85,85,85,89,CHADSTONE 40 Atkinson Street VIC 3148,450,3,1,3,House,-37.8833,145.1167,"[145.1167, -37.8833]","[145.1167, -37.8833]",2903.2,1819.3,3564.6,2789.3,2653.2,922.9
86,86,86,90,BRIGHTON EAST 39 Comer Street VIC 3187,1100,4,2,2,House,-37.9014,145.0188,"[145.0188, -37.9014]","[145.0188, -37.9014]",3405.6,1886.5,1472.2,1198.2,5494.6,1808.0
87,87,87,91,NORTHCOTE 57 Bent Street VIC 3070,570,2,1,0,House,-37.7667,145.0,"[145.0, -37.7667]","[145.0, -37.7667]",4842.0,613.4,3399.6,2702.1,716.1,2130.6
88,88,88,92,GLEN WAVERLEY 34 Garrisson Drive VIC 3150,629,3,1,4,House,-37.8788603,145.1761642,"[145.1761642, -37.8788603]","[145.1761642, -37.8788603]",4573.8,1493.8,2840.6,1711.4,1081.7,1573.1
89,89,89,93,KEW 90 Edgevale Road VIC 3101,1600,4,2,1,House,-37.8064,145.0309,"[145.0309, -37.8064]","[145.0309, -37.8064]",7719.1,2310.4,3027.5,0.0,2419.6,1904.9
90,90,90,94,GARDENVALE 53 Elster Avenue VIC 3185,950,3,2,2,House,-37.8984,145.0088,"[145.0088, -37.8984]","[145.0088, -37.8984]",4348.0,766.7,1692.4,0.0,5071.7,2228.9
91,91,91,95,ST KILDA 17 Charles Street VIC 3182,650,2,1,2,House,-37.8633,144.9802,"[144.9802, -37.8633]","[144.9802, -37.8633]",10796.5,1744.7,3148.3,1528.8,740.9,1247.5
92,92,92,96,BURWOOD EAST 617 Highbury Road VIC 3151,700,4,2,5,House,-37.8535,145.1503,"[145.1503, -37.8535]","[145.1503, -37.8535]",5590.5,3025.3,2690.4,1883.1,405.9,951.8
