,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,address,price,beds,baths,parking,propertyTypeFormatted,latitudes,longitudes,coordinates,coord,school,train_station,fitness_gym,hospital,shopping_center,park
299,299,299,319,ELSTERNWICK 10 Elm Street VIC 3185,760,2,1,1,House,-37.8984,145.0088,"[145.0088, -37.8984]","[145.0088, -37.8984]",4348.0,766.7,1692.4,0.0,5071.7,2228.9
300,300,300,320,WEIR VIEWS 36 Skypac Street VIC 3338,410,4,2,2,House,-37.7077,144.5749,"[144.5749, -37.7077]","[144.5749, -37.7077]",1358.8,21132.5,2968.9,4004.5,4093.1,78.4
301,301,301,321,STRATHTULLOH 14 Trafalgar Street VIC 3338,400,4,2,2,House,-37.7077,144.5749,"[144.5749, -37.7077]","[144.5749, -37.7077]",1358.8,21132.5,2968.9,4004.5,4093.1,78.4
302,302,302,322,BRUNSWICK WEST 50 Burnell Street VIC 3055,700,4,1,0,House,-37.7603,144.9502,"[144.9502, -37.7603]","[144.9502, -37.7603]",2004.8,1360.1,939.4,1291.1,2858.4,663.7
303,303,303,323,PARK ORCHARDS 130 Corriedale Crescent VIC 3114,650,3,1,2,House,-37.7769,145.2146,"[145.2146, -37.7769]","[145.2146, -37.7769]",12237.2,6299.3,6090.8,5131.6,5712.1,299.3
304,304,304,324,ARMADALE 21 Valentine Grove VIC 3143,1150,3,1,1,House,-37.85,145.0333,"[145.0333, -37.85]","[145.0333, -37.85]",7823.1,1583.5,2541.3,542.0,2048.8,1571.9
305,305,305,325,CARNEGIE 112 Koornang Road VIC 3163,370,2,1,1,House,-37.8895,145.0581,"[145.0581, -37.8895]","[145.0581, -37.8895]",6795.0,862.5,3175.1,2760.7,660.4,911.2
306,306,306,326,HIGHETT 13 Middleton Street VIC 3190,600,3,1,6,House,-37.9517,145.0394,"[145.0394, -37.9517]","[145.0394, -37.9517]",5491.7,671.7,1100.0,2370.4,505.5,1197.1
307,307,307,327,MALVERN 7 Haverbrack Avenue VIC 3144,3500,5,4,2,House,-37.8512,145.0317,"[145.0317, -37.8512]","[145.0317, -37.8512]",7748.5,1508.9,2290.3,467.4,1797.8,1320.9
308,308,308,328,BENTLEIGH EAST 21 Blamey Street VIC 3165,625,4,2,4,House,-37.9201,145.0599,"[145.0599, -37.9201]","[145.0599, -37.9201]",4386.1,2157.3,1797.0,1730.3,4566.4,1317.7
309,309,309,329,WINDSOR 58 Peel Street VIC 3181,575,2,1,0,House,-37.853,144.9929,"[144.9929, -37.853]","[144.9929, -37.853]",11174.5,522.0,878.4,0.0,732.2,1399.2
310,310,310,330,BRIGHTON EAST 24 Studley Road VIC 3187,995,4,3,4,House,-37.9014,145.0188,"[145.0188, -37.9014]","[145.0188, -37.9014]",3405.6,1886.5,1472.2,1198.2,5494.6,1808.0
311,311,311,331,HAWTHORN 408 Auburn Road VIC 3122,830,3,2,2,House,-37.8199,145.0358,"[145.0358, -37.8199]","[145.0358, -37.8199]",9582.7,271.3,2851.4,708.7,2631.4,1553.2
312,312,312,332,DONCASTER 8 Glenda Street VIC 3108,600,4,1,2,House,-37.7883,145.1237,"[145.1237, -37.7883]","[145.1237, -37.7883]",1952.0,4408.0,2766.4,3208.4,805.1,1610.7
313,313,313,333,CHADSTONE 10 Evans Street VIC 3148,420,3,2,5,House,-37.8833,145.1167,"[145.1167, -37.8833]","[145.1167, -37.8833]",2903.2,1819.3,3564.6,2789.3,2653.2,922.9
314,314,314,334,MALVERN EAST 64 Argyll Street VIC 3145,450,4,1,2,House,-37.874,145.0425,"[145.0425, -37.874]","[145.0425, -37.874]",7373.6,1264.1,4127.9,1766.3,915.4,1210.5
315,315,315,335,MOUNT WAVERLEY 2 Sunnyside Road VIC 3149,450,3,1,0,House,-37.8771,145.1294,"[145.1294, -37.8771]","[145.1294, -37.8771]",3019.6,351.9,1812.1,2761.4,3477.9,1643.2
316,316,316,336,BRIGHTON 478 New Street VIC 3186,2200,5,3,2,House,-37.9057,145.0067,"[145.0067, -37.9057]","[145.0067, -37.9057]",2985.3,635.1,670.0,1203.5,5551.3,884.0
317,317,317,337,GROVEDALE 11 Camira Court VIC 3216,400,3,1,1,House,-38.2335,144.3007,"[144.3007, -38.2335]","[144.3007, -38.2335]",4111.0,56547.1,4378.7,11034.2,9297.5,1905.3
318,318,318,338,MONT ALBERT 52 Victoria Crescent VIC 3127,1500,4,3,2,House,-37.8128,145.1043,"[145.1043, -37.8128]","[145.1043, -37.8128]",2245.5,1821.7,668.0,1896.8,2454.2,983.8
319,319,319,339,KEW EAST 46 Munro Street VIC 3102,540,3,2,1,House,-37.7976,145.0538,"[145.0538, -37.7976]","[145.0538, -37.7976]",4095.4,4146.6,3994.1,1457.1,4339.3,1859.1
320,320,320,340,KEW 1 Molesworth Street VIC 3101,3500,6,6,8,House,-37.8064,145.0309,"[145.0309, -37.8064]","[145.0309, -37.8064]",7719.1,2310.4,3027.5,0.0,2419.6,1904.9
321,321,321,341,BEAUMARIS 28b Hornby Street VIC 3193,1100,5,2,4,House,-37.9736,145.0164,"[145.0164, -37.9736]","[145.0164, -37.9736]",6646.2,3215.5,321.2,1444.3,4775.0,1258.9
322,322,322,342,PRAHRAN 49 Highbury Grove VIC 3181,1100,3,2,1,House,-37.853,144.9929,"[144.9929, -37.853]","[144.9929, -37.853]",11174.5,522.0,878.4,0.0,732.2,1399.2
323,323,323,343,MALVERN EAST 126 Darling Road VIC 3145,600,2,1,1,House,-37.874,145.0425,"[145.0425, -37.874]","[145.0425, -37.874]",7373.6,1264.1,4127.9,1766.3,915.4,1210.5
324,324,324,345,BEAUMARIS 4 Waratah Avenue VIC 3193,600,3,1,3,House,-37.9736,145.0164,"[145.0164, -37.9736]","[145.0164, -37.9736]",6646.2,3215.5,321.2,1444.3,4775.0,1258.9
325,325,325,346,GLEN IRIS 24 Gardiner Parade VIC 3146,1550,5,2,2,House,-37.8599,145.0549,"[145.0549, -37.8599]","[145.0549, -37.8599]",5304.8,455.4,3824.0,1122.9,2608.3,1358.7
326,326,326,347,ST KILDA EAST 25 Holroyd Avenue VIC 3183,1650,5,2,4,House,-37.8692,144.9977,"[144.9977, -37.8692]","[144.9977, -37.8692]",8801.2,740.6,1818.7,176.2,1684.7,1184.2
327,327,327,348,HAMPTON 8 Gillies St VIC 3188,780,3,1,2,House,-37.9374,145.0151,"[145.0151, -37.9374]","[145.0151, -37.9374]",2071.3,2111.9,3635.3,2280.0,3499.8,507.9
328,328,328,349,CLIFTON HILL 42 O'Grady Street VIC 3068,975,3,1,0,House,-37.7865,144.9897,"[144.9897, -37.7865]","[144.9897, -37.7865]",5109.7,726.8,2778.5,2719.6,3817.0,814.9
329,329,329,350,FITZROY NORTH 30 Woodside Street VIC 3068,750,2,1,0,House,-37.7865,144.9897,"[144.9897, -37.7865]","[144.9897, -37.7865]",5109.7,726.8,2778.5,2719.6,3817.0,814.9
330,330,330,351,SANDRINGHAM 34 Victoria Street VIC 3191,1290,3,2,2,House,-37.95,145.0,"[145.0, -37.95]","[145.0, -37.95]",4393.1,706.8,3183.7,1048.3,4243.3,2101.6
331,331,331,352,DEANSIDE 19 Amreli St VIC 3336,440,4,2,2,House,-37.0,145.0,"[145.0, -37.0]","[145.0, -37.0]",84865.1,78589.5,71347.0,0.0,78927.4,13207.1
332,332,332,353,ABBOTSFORD 270 Langridge Street VIC 3067,470,1,1,0,House,-37.8046,144.9998,"[144.9998, -37.8046]","[144.9998, -37.8046]",7600.5,846.1,719.2,1268.7,2600.4,839.4
333,333,333,354,WINDSOR 1 David Lane VIC 3181,1400,4,2,1,House,-37.853,144.9929,"[144.9929, -37.853]","[144.9929, -37.853]",11174.5,522.0,878.4,0.0,732.2,1399.2
334,334,334,355,HAWTHORN EAST 2 Airedale Avenue VIC 3123,1800,4,2,4,House,-37.8248,145.0464,"[145.0464, -37.8248]","[145.0464, -37.8248]",8166.5,418.2,3637.7,1428.0,1387.6,659.5
335,335,335,356,BRIGHTON 16 Nepean Highway VIC 3186,910,5,5,4,House,-37.9057,145.0067,"[145.0067, -37.9057]","[145.0067, -37.9057]",2985.3,635.1,670.0,1203.5,5551.3,884.0
336,336,336,357,MALVERN EAST 416/803 Dandenong Road VIC 3145,500,2,2,1,House,-37.874,145.0425,"[145.0425, -37.874]","[145.0425, -37.874]",7373.6,1264.1,4127.9,1766.3,915.4,1210.5
337,337,337,358,BRIGHTON 8 Champion Street VIC 3186,2100,5,3,4,House,-37.9057,145.0067,"[145.0067, -37.9057]","[145.0067, -37.9057]",2985.3,635.1,670.0,1203.5,5551.3,884.0
338,338,338,359,WATSONIA 48 Frensham Road VIC 3087,450,3,1,2,House,-37.7104,145.0836,"[145.0836, -37.7104]","[145.0836, -37.7104]",8904.6,1173.5,2114.7,3237.1,2884.0,980.7
339,339,339,360,NORTHCOTE 334A Separation Street VIC 3070,680,3,2,2,House,-37.7667,145.0,"[145.0, -37.7667]","[145.0, -37.7667]",4842.0,613.4,3399.6,2702.1,716.1,2130.6
340,340,340,361,NORTHCOTE 27 Hawthorn Road VIC 3070,1050,4,1,0,House,-37.7667,145.0,"[145.0, -37.7667]","[145.0, -37.7667]",4842.0,613.4,3399.6,2702.1,716.1,2130.6
341,341,341,362,MALVERN EAST 5 James Parade VIC 3145,620,3,1,2,House,-37.874,145.0425,"[145.0425, -37.874]","[145.0425, -37.874]",7373.6,1264.1,4127.9,1766.3,915.4,1210.5
342,342,342,363,DANDENONG NORTH 1559 Heatherton Road VIC 3175,380,3,1,2,House,-37.9833,145.2,"[145.2, -37.9833]","[145.2, -37.9833]",6114.1,925.5,1329.1,1262.9,2206.6,547.2
343,343,343,365,NORTH MELBOURNE 207/720 Queensberry Street VIC 3051,565,2,1,1,House,-37.8029,144.9482,"[144.9482, -37.8029]","[144.9482, -37.8029]",4487.4,1064.6,453.6,1047.0,1243.7,2482.1
344,344,344,366,KEW 9 Derby Street VIC 3101,1050,3,2,2,House,-37.8064,145.0309,"[145.0309, -37.8064]","[145.0309, -37.8064]",7719.1,2310.4,3027.5,0.0,2419.6,1904.9
345,345,345,367,POINT COOK 25 Living Cres VIC 3030,20,4,2,2,House,-37.8887,144.726,"[144.726, -37.8887]","[144.726, -37.8887]",4282.2,5078.3,1343.1,5762.1,1466.1,847.4
346,346,346,368,BEAUMARIS 11-13 Tibbles Street VIC 3193,895,4,2,2,House,-37.9722929,145.0357674,"[145.0357674, -37.9722929]","[145.0357674, -37.9722929]",7871.0,2761.5,2156.0,2676.1,3330.2,856.4
347,347,347,369,FITZROY NORTH 108 Best Street VIC 3068,1300,4,3,2,House,-37.7865,144.9897,"[144.9897, -37.7865]","[144.9897, -37.7865]",5109.7,726.8,2778.5,2719.6,3817.0,814.9
348,348,348,370,WINDSOR 24 Union Street VIC 3181,800,3,1,0,House,-37.853,144.9929,"[144.9929, -37.853]","[144.9929, -37.853]",11174.5,522.0,878.4,0.0,732.2,1399.2
349,349,349,371,BRIGHTON 2/361 St Kilda St VIC 3186,1100,3,2,2,House,-37.9057,145.0067,"[145.0067, -37.9057]","[145.0067, -37.9057]",2985.3,635.1,670.0,1203.5,5551.3,884.0
350,350,350,372,OAKLEIGH EAST 1 Shafton Street VIC 3166,440,3,1,2,House,-37.8995,145.0811,"[145.0811, -37.8995]","[145.0811, -37.8995]",6705.9,845.7,1665.9,3840.8,1350.8,959.4
351,351,351,373,BROOKFIELD 34 Faircroft Drive VIC 3338,410,4,2,2,House,-37.7077,144.5749,"[144.5749, -37.7077]","[144.5749, -37.7077]",1358.8,21132.5,2968.9,4004.5,4093.1,78.4
352,352,352,374,OAKLEIGH SOUTH 10 Peter Street VIC 3167,490,3,1,2,House,-37.927,145.0964,"[145.0964, -37.927]","[145.0964, -37.927]",5683.5,2224.2,3697.0,1872.5,3782.1,1319.7
353,353,353,375,CLAYTON 1/2 Mary Street VIC 3168,360,2,1,1,House,-37.9167,145.1333,"[145.1333, -37.9167]","[145.1333, -37.9167]",1445.5,2475.8,1771.7,2090.1,2278.2,1246.4
354,354,354,376,GLEN IRIS 54 Liston Street VIC 3146,595,4,2,4,House,-37.8599,145.0549,"[145.0549, -37.8599]","[145.0549, -37.8599]",5304.8,455.4,3824.0,1122.9,2608.3,1358.7
355,355,355,377,BRIGHTON 42 Dendy Street VIC 3186,2600,4,3,2,House,-37.9057,145.0067,"[145.0067, -37.9057]","[145.0067, -37.9057]",2985.3,635.1,670.0,1203.5,5551.3,884.0
356,356,356,378,MOUNT WAVERLEY 20 Heany Street VIC 3149,480,3,1,4,House,-37.8771,145.1294,"[145.1294, -37.8771]","[145.1294, -37.8771]",3019.6,351.9,1812.1,2761.4,3477.9,1643.2
357,357,357,379,CLAYTON 14 Cantala Street VIC 3168,390,3,1,4,House,-37.9167,145.1333,"[145.1333, -37.9167]","[145.1333, -37.9167]",1445.5,2475.8,1771.7,2090.1,2278.2,1246.4
358,358,358,380,BRIGHTON 133 North Road VIC 3186,2500,4,2,3,House,-37.9057,145.0067,"[145.0067, -37.9057]","[145.0067, -37.9057]",2985.3,635.1,670.0,1203.5,5551.3,884.0
359,359,359,381,CHADSTONE 2 Cole Crescent VIC 3148,570,3,1,4,House,-37.8833,145.1167,"[145.1167, -37.8833]","[145.1167, -37.8833]",2903.2,1819.3,3564.6,2789.3,2653.2,922.9
360,360,360,382,CHADSTONE 8 Railway Parade South VIC 3148,385,2,1,1,House,-37.8833,145.1167,"[145.1167, -37.8833]","[145.1167, -37.8833]",2903.2,1819.3,3564.6,2789.3,2653.2,922.9
361,361,361,383,BENTLEIGH EAST 11 Larman Street VIC 3165,510,4,1,1,House,-37.9201,145.0599,"[145.0599, -37.9201]","[145.0599, -37.9201]",4386.1,2157.3,1797.0,1730.3,4566.4,1317.7
362,362,362,384,CAMBERWELL 7 Cooloongatta Road VIC 3124,650,2,1,3,House,-37.8248,145.0705,"[145.0705, -37.8248]","[145.0705, -37.8248]",6467.5,991.7,3746.5,1508.7,2062.9,440.3
363,363,363,385,HUGHESDALE 10 Swindon Road VIC 3166,650,4,2,2,House,-37.8995,145.0811,"[145.0811, -37.8995]","[145.0811, -37.8995]",6705.9,845.7,1665.9,3840.8,1350.8,959.4
364,364,364,386,PATTERSON LAKES 24 Wetland Drive VIC 3197,795,4,2,4,House,-38.0833,145.1333,"[145.1333, -38.0833]","[145.1333, -38.0833]",10927.3,1538.8,2739.9,7865.5,7747.2,919.2
365,365,365,387,BRUNSWICK 93 Davies Street VIC 3056,495,2,2,0,House,-37.7667,144.9667,"[144.9667, -37.7667]","[144.9667, -37.7667]",1510.0,838.6,895.8,2281.8,1614.7,997.7
366,366,366,388,CLAYTON 68 Margaret Street VIC 3168,500,3,1,3,House,-37.9167,145.1333,"[145.1333, -37.9167]","[145.1333, -37.9167]",1445.5,2475.8,1771.7,2090.1,2278.2,1246.4
367,367,367,389,CLAYTON 17 Evelyn Street VIC 3168,495,3,1,3,House,-37.9167,145.1333,"[145.1333, -37.9167]","[145.1333, -37.9167]",1445.5,2475.8,1771.7,2090.1,2278.2,1246.4
368,368,368,391,NEWPORT 201 Mason Street VIC 3015,520,3,1,1,House,-37.8302,144.8709,"[144.8709, -37.8302]","[144.8709, -37.8302]",5556.3,1793.4,1170.5,4877.6,3019.7,277.4
369,369,369,392,WEST MELBOURNE 29 Ireland Street VIC 3003,1200,3,2,1,House,-37.8101,144.95,"[144.95, -37.8101]","[144.95, -37.8101]",5246.2,843.7,516.0,960.7,737.0,3319.6
370,370,370,393,MULGRAVE 77 Wanda Street VIC 3170,500,3,1,3,House,-37.9167,145.2,"[145.2, -37.9167]","[145.2, -37.9167]",4084.2,7850.5,3435.4,0.0,3801.1,1236.6
371,371,371,394,INDIGO VALLEY 846 Indigo Creek Road VIC 3688,650,5,3,3,House,-36.1333,146.5333,"[146.5333, -36.1333]","[146.5333, -36.1333]",36707.1,270023.7,35196.4,32672.1,38236.0,8679.2
372,372,372,395,OAKLEIGH 12A Palmer Street VIC 3166,510,2,1,1,House,-37.8995,145.0811,"[145.0811, -37.8995]","[145.0811, -37.8995]",6705.9,845.7,1665.9,3840.8,1350.8,959.4
373,373,373,396,SOUTH YARRA 10 Marne Street VIC 3141,1000,4,2,2,House,-37.8333,144.9833,"[144.9833, -37.8333]","[144.9833, -37.8333]",8922.0,1444.3,2258.5,1686.2,1760.3,2438.6
374,374,374,397,NOTTING HILL 14 Hunsford Road VIC 3168,450,3,1,3,House,-37.9167,145.1333,"[145.1333, -37.9167]","[145.1333, -37.9167]",1445.5,2475.8,1771.7,2090.1,2278.2,1246.4
375,375,375,400,MOUNT PLEASANT 246 Elsworth Street VIC 3350,410,4,2,2,House,-37.5292,143.8591,"[143.8591, -37.5292]","[143.8591, -37.5292]",3259.8,96141.6,1982.1,4352.2,4353.3,2221.4
376,376,376,401,WODONGA 2 Parkland Drive VIC 3690,580,3,2,2,House,-36.0997,146.802,"[146.802, -36.0997]","[146.802, -36.0997]",5506.1,292446.1,50058.4,10042.8,8547.6,7352.7
377,377,377,402,WODONGA 40 Elm Street VIC 3690,375,3,1,2,House,-36.0997,146.802,"[146.802, -36.0997]","[146.802, -36.0997]",5506.1,292446.1,50058.4,10042.8,8547.6,7352.7
378,378,378,404,WODONGA 3 Coulston Street VIC 3690,540,4,2,2,House,-36.0997,146.802,"[146.802, -36.0997]","[146.802, -36.0997]",5506.1,292446.1,50058.4,10042.8,8547.6,7352.7
379,379,379,406,BRUNSWICK 19 Latrobe Street VIC 3056,595,2,1,1,House,-37.7667,144.9667,"[144.9667, -37.7667]","[144.9667, -37.7667]",1510.0,838.6,895.8,2281.8,1614.7,997.7
380,380,380,407,ESSENDON 34A Brewster Street VIC 3040,1400,4,3,2,House,-37.7538,144.8883,"[144.8883, -37.7538]","[144.8883, -37.7538]",7394.6,2535.1,3311.1,1439.2,5398.1,496.8
381,381,381,408,CARLTON 70 Palmerston Street VIC 3053,550,2,1,0,House,-37.8004,144.9684,"[144.9684, -37.8004]","[144.9684, -37.8004]",4644.8,1428.8,1281.2,656.2,1464.8,1962.9
382,382,382,409,CLYDE NORTH 6 Woolly Parade VIC 3978,600,4,2,2,House,-38.1333,145.3333,"[145.3333, -38.1333]","[145.3333, -38.1333]",9586.8,7670.4,6592.9,7577.5,6537.7,2106.2
383,383,383,410,WODONGA 1 Hill Street VIC 3690,405,3,1,2,House,-36.0997,146.802,"[146.802, -36.0997]","[146.802, -36.0997]",5506.1,292446.1,50058.4,10042.8,8547.6,7352.7
384,384,384,411,ALFREDTON 8 Armagh Street VIC 3350,480,4,2,2,House,-37.5292,143.8591,"[143.8591, -37.5292]","[143.8591, -37.5292]",3259.8,96141.6,1982.1,4352.2,4353.3,2221.4
385,385,385,412,CARLTON 119-121 Palmerston Street VIC 3053,2600,4,3,1,House,-37.8004,144.9684,"[144.9684, -37.8004]","[144.9684, -37.8004]",4644.8,1428.8,1281.2,656.2,1464.8,1962.9
386,386,386,413,FERNTREE GULLY 19 Bowen Street VIC 3156,350,2,1,0,House,-37.909,145.2977,"[145.2977, -37.909]","[145.2977, -37.909]",8322.3,4158.7,3961.0,4739.0,4318.4,2906.7
387,387,387,414,BORONIA 2 McDonald Crescent VIC 3155,400,3,1,1,House,-37.8667,145.2833,"[145.2833, -37.8667]","[145.2833, -37.8667]",5271.3,1161.6,856.8,2646.8,1124.5,506.4
388,388,388,415,WANTIRNA SOUTH 81 Wallace Road VIC 3152,440,3,2,2,House,-37.8821128,145.2423314,"[145.2423314, -37.8821128]","[145.2423314, -37.8821128]",1541.8,6814.0,2036.4,5673.1,2179.8,471.4
389,389,389,417,MORDIALLOC 3 Crown Avenue VIC 3195,580,3,1,1,House,-37.9995,145.1163,"[145.1163, -37.9995]","[145.1163, -37.9995]",4452.9,3423.1,3979.9,7226.8,3945.7,2440.2
390,390,390,418,WERRIBEE 66 Powlett Street VIC 3030,400,4,2,2,House,-37.8887,144.726,"[144.726, -37.8887]","[144.726, -37.8887]",4282.2,5078.3,1343.1,5762.1,1466.1,847.4
391,391,391,419,NORTH MELBOURNE 455 Dryburgh Street VIC 3051,650,3,1,1,House,-37.8029,144.9482,"[144.9482, -37.8029]","[144.9482, -37.8029]",4487.4,1064.6,453.6,1047.0,1243.7,2482.1
392,392,392,420,BEECHWORTH 12 Thompson Street VIC 3747,380,3,2,1,House,-36.3416,146.7067,"[146.7067, -36.3416]","[146.7067, -36.3416]",43541.8,266032.3,4585.8,3058.0,39795.1,2324.3
393,393,393,421,PRAHRAN 1/1 Williams Road VIC 3181,560,2,2,1,House,-37.853,144.9929,"[144.9929, -37.853]","[144.9929, -37.853]",11174.5,522.0,878.4,0.0,732.2,1399.2
394,394,394,422,WODONGA 276 Beechworth Road VIC 3690,500,3,1,4,House,-36.0997,146.802,"[146.802, -36.0997]","[146.802, -36.0997]",5506.1,292446.1,50058.4,10042.8,8547.6,7352.7
395,395,395,423,ELWOOD 72 Foam Street VIC 3184,850,3,2,1,House,-37.8809,144.9855,"[144.9855, -37.8809]","[144.9855, -37.8809]",7642.3,2446.6,1473.1,1533.0,1890.3,1162.2
396,396,396,424,WODONGA 18 Marie Drive VIC 3690,440,3,1,2,House,-36.0997,146.802,"[146.802, -36.0997]","[146.802, -36.0997]",5506.1,292446.1,50058.4,10042.8,8547.6,7352.7
397,397,397,426,SEDDON 8 Browning Street VIC 3011,550,2,1,1,House,-37.7995,144.8963,"[144.8963, -37.7995]","[144.8963, -37.7995]",8490.4,739.1,1196.2,379.1,725.9,1069.9
398,398,398,427,BOX HILL SOUTH 22 Piedmont Street VIC 3128,380,2,1,2,House,-37.8256,145.1232,"[145.1232, -37.8256]","[145.1232, -37.8256]",3435.7,1402.2,3099.1,1190.7,1125.5,1446.9
399,399,399,428,ROWVILLE 1 Augusta Court VIC 3178,510,3,2,2,House,-37.9333,145.2333,"[145.2333, -37.9333]","[145.2333, -37.9333]",5533.4,9869.3,2677.6,4669.4,2097.9,1321.1
400,400,400,430,FERNTREE GULLY 34 McIver Street VIC 3156,470,3,1,3,House,-37.909,145.2977,"[145.2977, -37.909]","[145.2977, -37.909]",8322.3,4158.7,3961.0,4739.0,4318.4,2906.7
401,401,401,432,MORDIALLOC 19 Reys Close VIC 3195,1100,5,3,2,House,-37.9995,145.1163,"[145.1163, -37.9995]","[145.1163, -37.9995]",4452.9,3423.1,3979.9,7226.8,3945.7,2440.2
402,402,402,433,MORDIALLOC 4 Hyland Street VIC 3195,780,4,2,2,House,-37.9995,145.1163,"[145.1163, -37.9995]","[145.1163, -37.9995]",4452.9,3423.1,3979.9,7226.8,3945.7,2440.2
403,403,403,434,MOORABBIN 26 Franklin Street VIC 3189,590,3,1,1,House,-37.9415,145.0578,"[145.0578, -37.9415]","[145.0578, -37.9415]",5264.9,2929.0,2465.0,1047.3,2993.0,1736.7
404,404,404,435,MOORABBIN 19 Central Ave VIC 3189,525,3,1,2,House,-37.9415,145.0578,"[145.0578, -37.9415]","[145.0578, -37.9415]",5264.9,2929.0,2465.0,1047.3,2993.0,1736.7
405,405,405,436,HAMPTON 1 Bronte Court VIC 3188,3000,4,4,2,House,-37.9374,145.0151,"[145.0151, -37.9374]","[145.0151, -37.9374]",2071.3,2111.9,3635.3,2280.0,3499.8,507.9
406,406,406,437,WODONGA 1/27 Leonard Street VIC 3690,430,3,1,3,House,-36.0997,146.802,"[146.802, -36.0997]","[146.802, -36.0997]",5506.1,292446.1,50058.4,10042.8,8547.6,7352.7
407,407,407,439,TRENTHAM 9 Albert Street VIC 3458,430,2,1,0,House,-37.3888,144.3216,"[144.3216, -37.3888]","[144.3216, -37.3888]",42090.7,57354.4,38536.7,23181.7,40622.9,836.4
408,408,408,440,WERRIBEE 1/12 Silver Street VIC 3030,350,3,2,1,House,-37.8887,144.726,"[144.726, -37.8887]","[144.726, -37.8887]",4282.2,5078.3,1343.1,5762.1,1466.1,847.4
409,409,409,441,PAKENHAM 7 Tyalla Way VIC 3810,420,3,2,1,House,-38.1333,145.5167,"[145.5167, -38.1333]","[145.5167, -38.1333]",20976.9,8236.8,8839.8,5291.9,8715.3,5383.3
410,410,410,442,MERNDA 14 Coliban Drive VIC 3754,540,4,2,2,House,-37.6,145.15,"[145.15, -37.6]","[145.15, -37.6]",27153.5,9101.0,14406.3,16641.6,14304.6,3753.6
411,411,411,443,SUNBURY 12 Magdalene Court VIC 3429,475,4,2,2,House,-37.5774,144.7261,"[144.7261, -37.5774]","[144.7261, -37.5774]",18474.3,987.6,1657.4,1920.8,1050.2,789.1
412,412,412,444,DOREEN 31 Towerhill Avenue VIC 3754,625,4,2,2,House,-37.6,145.15,"[145.15, -37.6]","[145.15, -37.6]",27153.5,9101.0,14406.3,16641.6,14304.6,3753.6
413,413,413,445,HOPPERS CROSSING 108 Sycamore Street VIC 3029,500,4,2,2,House,-37.8826,144.7003,"[144.7003, -37.8826]","[144.7003, -37.8826]",2734.9,455.3,2260.2,2000.8,1585.5,1561.8
414,414,414,446,DEER PARK 60 Hatchlands Drive VIC 3023,380,3,2,2,House,-37.7541,144.7651,"[144.7651, -37.7541]","[144.7651, -37.7541]",3773.4,4544.8,5859.0,2764.3,1320.5,1817.3
415,415,415,447,VERMONT SOUTH 19 Barradine Crescent VIC 3133,420,3,1,2,House,-37.8362,145.1943,"[145.1943, -37.8362]","[145.1943, -37.8362]",5514.0,2555.3,2337.4,2896.5,2456.5,651.1
416,416,416,448,FLEMINGTON 143 Victoria Street VIC 3031,580,3,1,1,House,-37.7899,144.9226,"[144.9226, -37.7899]","[144.9226, -37.7899]",6468.6,1645.9,2785.1,3685.6,3003.0,3018.8
417,417,417,449,THORNBURY 56 Mansfield Street VIC 3071,570,2,1,4,House,-37.7583,145.0051,"[145.0051, -37.7583]","[145.0051, -37.7583]",6328.9,948.5,2628.8,2028.2,2224.9,1330.4
418,418,418,450,PRESTON 17 St Georges Road VIC 3072,595,2,1,4,House,-37.75,145.0167,"[145.0167, -37.75]","[145.0167, -37.75]",7957.1,1871.9,695.2,1291.9,2169.5,882.2
419,419,419,451,MERNDA 20 Georgia Drive VIC 3754,395,3,2,1,House,-37.6,145.15,"[145.15, -37.6]","[145.15, -37.6]",27153.5,9101.0,14406.3,16641.6,14304.6,3753.6
420,420,420,452,OAK PARK 1/16 Curie Avenue VIC 3046,500,3,1,2,House,-37.7,144.9333,"[144.9333, -37.7]","[144.9333, -37.7]",10666.8,2129.4,2086.3,4158.5,4538.7,675.3
421,421,421,453,CRANBOURNE WEST 2 Creekview Way VIC 3977,500,4,2,2,House,-38.1375,145.2744,"[145.2744, -38.1375]","[145.2744, -38.1375]",14438.0,7213.5,6136.0,7120.6,6080.8,2969.3
422,422,422,454,CRANBOURNE NORTH 11 Ottelia Street VIC 3977,570,4,2,2,House,-38.1375,145.2744,"[145.2744, -38.1375]","[145.2744, -38.1375]",14438.0,7213.5,6136.0,7120.6,6080.8,2969.3
423,423,423,455,MEADOW HEIGHTS 65 Bicentennial Crescent VIC 3048,410,3,2,2,House,-37.6512,144.9186,"[144.9186, -37.6512]","[144.9186, -37.6512]",18316.4,2803.1,1869.5,6110.5,641.0,2279.2
424,424,424,456,WILLIAMSTOWN 86 John Street VIC 3016,800,3,2,0,House,-37.857,144.8977,"[144.8977, -37.857]","[144.8977, -37.857]",1699.0,847.9,361.4,1897.2,7627.9,685.6
425,425,425,457,MENTONE 3 Avenza Street VIC 3194,750,3,1,3,House,-37.9833,145.0667,"[145.0667, -37.9833]","[145.0667, -37.9833]",7597.3,203.3,1591.8,2450.5,1805.5,965.9
426,426,426,458,HAMPTON EAST 49 Charming Street VIC 3188,590,3,1,2,House,-37.9374,145.0151,"[145.0151, -37.9374]","[145.0151, -37.9374]",2071.3,2111.9,3635.3,2280.0,3499.8,507.9
