,address,price,beds,baths,parking,propertyTypeFormatted,latitudes,longitudes
232,HAWTHORN 8/5 Glenroy Road VIC 3122,450,2,1,1,Apartment / Unit / Flat,-37.8199,145.0358
233,CARNEGIE 3/27 Coorigil Rd VIC 3163,420,2,1,2,Apartment / Unit / Flat,-37.8895,145.0581
234,HAWTHORN EAST 3/866 Toorak Road VIC 3123,430,1,1,1,Apartment / Unit / Flat,-37.8248,145.0464
235,KEW 3/17 Pakington Street VIC 3101,850,3,2,2,Apartment / Unit / Flat,-37.8064,145.0309
236,SOUTH KINGSVILLE 1/16 Vernon Street VIC 3015,475,2,1,1,Apartment / Unit / Flat,-37.8302,144.8709
237,HAWTHORN EAST 7/50 Leura Grove VIC 3123,430,2,1,1,Apartment / Unit / Flat,-37.8248,145.0464
238,MELBOURNE 101/25-33 Wills Street VIC 3000,400,1,1,0,Apartment / Unit / Flat,45.5916,14.1546
239,CARNEGIE 9/55 Blackwood Street VIC 3163,295,1,1,1,Apartment / Unit / Flat,-37.8895,145.0581
240,MELBOURNE 18e/481 St Kilda Road VIC 3004,2800,3,3,2,Apartment / Unit / Flat,-37.814,144.9633
241,GLEN IRIS 2/5 Ellis Road VIC 3146,695,3,2,1,Apartment / Unit / Flat,-37.8599,145.0549
242,SURREY HILLS 1/15 Union Road VIC 3127,560,3,2,1,Apartment / Unit / Flat,-37.8128,145.1043
243,SOUTH YARRA 2C/381 Toorak Road VIC 3141,480,2,2,1,Apartment / Unit / Flat,-37.8333,144.9833
244,BALWYN 4/48 Weir Street VIC 3103,470,1,1,0,Apartment / Unit / Flat,-37.8117,145.081
245,ALTONA 10/3 Robin Street VIC 3018,280,2,1,1,Apartment / Unit / Flat,-37.8696,144.8304
246,BRIGHTON EAST 5/661-663 Nepean Highway VIC 3187,470,2,1,1,Apartment / Unit / Flat,-37.9014,145.0188
247,HAWTHORN EAST 2/841 Toorak Road VIC 3123,570,3,1,1,Apartment / Unit / Flat,-37.8248,145.0464
248,MELBOURNE 1211/200 Spencer Street VIC 3000,480,1,1,1,Apartment / Unit / Flat,45.5916,14.1546
249,MELBOURNE 1901/368 St Kilda Road VIC 3000,1800,3,2,2,Apartment / Unit / Flat,45.5916,14.1546
250,BRUNSWICK 504/2-6 Duckett Street VIC 3056,480,1,1,1,Apartment / Unit / Flat,-37.7667,144.9667
251,KEW 6/103 Walpole Street VIC 3101,435,2,1,1,Apartment / Unit / Flat,-37.8064,145.0309
252,COBURG 8/7-9 Bell Street VIC 3058,420,2,2,1,Apartment / Unit / Flat,-37.75,144.9667
253,ARMADALE 24/6-8 Avondale Road VIC 3143,400,2,1,0,Apartment / Unit / Flat,-37.85,145.0333
254,GLEN IRIS G03/1457 High Street VIC 3146,725,2,2,2,Apartment / Unit / Flat,-37.8599,145.0549
255,MELBOURNE 2905B/11 Rose Lane VIC 3000,575,2,1,1,Apartment / Unit / Flat,45.5916,14.1546
256,BOX HILL 204/2-4 Kent Road VIC 3128,450,2,1,1,Apartment / Unit / Flat,-37.8256,145.1232
257,SOUTH YARRA 1807/2 Claremont Street VIC 3141,630,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833
258,BRUNSWICK WEST 601/5 Olive York Way VIC 3055,430,2,1,1,Apartment / Unit / Flat,-37.7603,144.9502
259,COLLINGWOOD 105/88 Cambridge Street VIC 3066,500,1,1,1,Apartment / Unit / Flat,-37.8,144.9833
260,FOOTSCRAY 1102/6 Joseph Road VIC 3011,550,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963
261,CARNEGIE 3/102 Truganini Road VIC 3163,375,2,1,0,Apartment / Unit / Flat,-37.8895,145.0581
262,CAULFIELD NORTH 3/40 Northcote Avenue VIC 3161,520,3,1,1,Apartment / Unit / Flat,-37.8781478,145.0272893
263,CAULFIELD NORTH 5/556 Dandenong Rd VIC 3161,460,2,1,1,Apartment / Unit / Flat,-37.8645254,145.0232047
264,ALBERT PARK 9/123 Beaconsfield Parade VIC 3206,810,2,2,1,Apartment / Unit / Flat,46.3636,15.3653
265,ST KILDA 2401/14-16 The Esplanade VIC 3182,2800,3,2,2,Apartment / Unit / Flat,-37.8633,144.9802
266,ELWOOD 1/3 Goldsmith St VIC 3184,425,1,1,1,Apartment / Unit / Flat,-37.8809,144.9855
267,CAULFIELD NORTH 3/20 Malvern Grove VIC 3161,470,2,1,1,Apartment / Unit / Flat,-37.0,145.0
268,PORT MELBOURNE 6d/9 Beach Street VIC 3207,650,2,2,1,Apartment / Unit / Flat,-37.8329,144.922
269,SOUTH YARRA 9/47-49 Caroline Street VIC 3141,895,3,2,2,Apartment / Unit / Flat,-37.8333,144.9833
270,PRAHRAN 604/7 King Street VIC 3181,510,2,2,1,Apartment / Unit / Flat,-37.853,144.9929
271,BRUNSWICK 404/466 Lygon Street VIC 3056,380,1,1,1,Apartment / Unit / Flat,-37.7667,144.9667
272,ELSTERNWICK 1/66 Riddell Parade VIC 3185,575,2,1,1,Apartment / Unit / Flat,-37.8984,145.0088
273,CAULFIELD NORTH 6/359 Balaclava Road VIC 3161,310,1,1,0,Apartment / Unit / Flat,-37.8725189,145.0235436
274,FOOTSCRAY 807/2 Joseph Road VIC 3011,390,1,1,1,Apartment / Unit / Flat,-37.7995,144.8963
275,RICHMOND 5/26 Union Street VIC 3121,340,1,1,1,Apartment / Unit / Flat,-37.8271,145.0064
276,TOORAK 1/11 Woorigoleen Road VIC 3142,750,3,2,1,Apartment / Unit / Flat,-37.8416,145.0177
277,PRAHRAN 10/11 Irving Avenue VIC 3181,540,2,1,1,Apartment / Unit / Flat,-37.853,144.9929
278,BOX HILL 408/2 Elland Avenue VIC 3128,450,2,1,1,Apartment / Unit / Flat,-37.8256,145.1232
279,RICHMOND 15/2 The Vaucluse VIC 3121,325,1,1,1,Apartment / Unit / Flat,-37.8271,145.0064
280,GLEN IRIS 14 Straughan St VIC 3146,1250,6,4,3,Apartment / Unit / Flat,-37.8599,145.0549
281,RINGWOOD NORTH 9/96 Oban Road VIC 3134,390,2,1,1,Apartment / Unit / Flat,-37.7667,145.25
282,PORT MELBOURNE 17/3 Seisman Place VIC 3207,625,2,1,1,Apartment / Unit / Flat,-37.8329,144.922
283,CAULFIELD NORTH 9/20 Kooyong Road VIC 3161,550,2,1,2,Apartment / Unit / Flat,-37.8720234,145.0177277
284,BRIGHTON 9/9-11 Adamson Street VIC 3186,3000,3,3,2,Apartment / Unit / Flat,-37.9057,145.0067
285,ELSTERNWICK 304/17 Gordon Street VIC 3185,0,1,1,1,Apartment / Unit / Flat,-37.8984,145.0088
286,SOUTH YARRA 607/7 Claremont Street VIC 3141,620,2,2,1,Apartment / Unit / Flat,-37.8333,144.9833
287,SOUTH YARRA 201/18 Claremont Street VIC 3141,420,1,1,0,Apartment / Unit / Flat,-37.8333,144.9833
288,ELSTERNWICK 4/34 Horne Street VIC 3185,395,2,1,1,Apartment / Unit / Flat,-37.8984,145.0088
289,MELBOURNE 102/9 Bligh Place VIC 3000,600,2,1,1,Apartment / Unit / Flat,45.5916,14.1546
290,ST KILDA EAST 3/45 Westbury St VIC 3183,320,2,1,1,Apartment / Unit / Flat,-37.8692,144.9977
291,ELSTERNWICK 613B/455 Glen Huntly Road VIC 3185,470,1,1,1,Apartment / Unit / Flat,-37.8984,145.0088
292,RICHMOND 45/69 Palmer Street VIC 3121,430,1,1,1,Apartment / Unit / Flat,-37.8271,145.0064
293,MELBOURNE 3/27 Flinders Lane VIC 3000,420,1,1,0,Apartment / Unit / Flat,45.5916,14.1546
294,SOUTH YARRA 10/110 Caroline Street VIC 3141,475,2,1,0,Apartment / Unit / Flat,-37.8333,144.9833
295,ST KILDA 2705/14-16 The Esplanade VIC 3182,1300,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
296,SANDRINGHAM 8/19-21 Abbott Street VIC 3191,420,1,1,1,Apartment / Unit / Flat,-37.95,145.0
297,KEW EAST 1/1 Namur Street VIC 3102,500,3,1,1,Apartment / Unit / Flat,-37.7976,145.0538
298,BURWOOD EAST 1/235 Burwood Highway VIC 3151,475,3,2,2,Apartment / Unit / Flat,-37.8535,145.1503
299,FOOTSCRAY 1202/8 Joseph Road VIC 3011,485,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963
300,COLLINGWOOD 311/75 Wellington St VIC 3066,700,2,2,1,Apartment / Unit / Flat,-37.8,144.9833
301,FOOTSCRAY 1305/8 Joseph Road VIC 3011,490,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963
302,FOOTSCRAY 705/8 Joseph Road VIC 3011,475,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963
303,CARNEGIE 8/27 Beena Avenue VIC 3163,360,2,1,1,Apartment / Unit / Flat,-37.8895,145.0581
304,GLENROY 9/139 Melbourne Avenue VIC 3046,300,1,1,1,Apartment / Unit / Flat,-37.7,144.9333
305,HAMPTON EAST 11/290 South Road VIC 3188,400,2,1,1,Apartment / Unit / Flat,-37.9374,145.0151
306,MALVERN EAST 205/2A Clarence Street VIC 3145,410,2,1,1,Apartment / Unit / Flat,-37.874,145.0425
307,GLEN IRIS 8/1512 Malvern Road VIC 3146,430,2,1,1,Apartment / Unit / Flat,-37.8599,145.0549
308,BRUNSWICK 307/1C Michael Street VIC 3056,400,1,1,1,Apartment / Unit / Flat,-37.7667,144.9667
309,MONT ALBERT 107/801 Whitehorse Road VIC 3127,535,2,1,2,Apartment / Unit / Flat,-37.8128,145.1043
310,PRAHRAN 105/10 Porter Street VIC 3181,410,1,1,1,Apartment / Unit / Flat,-37.853,144.9929
311,SOUTH YARRA 1006/1 Clara Street VIC 3141,450,1,1,1,Apartment / Unit / Flat,-37.8333,144.9833
312,SPRINGVALE 3/27 Royal Avenue VIC 3171,440,3,1,1,Apartment / Unit / Flat,-37.9457,145.1581
313,SOUTH YARRA 205/20 Garden Street VIC 3141,450,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833
314,BRUNSWICK EAST 538/22 Barkly Street VIC 3057,600,2,1,1,Apartment / Unit / Flat,-37.7603,144.9502
315,PORT MELBOURNE 30/8 Graham Street VIC 3207,530,2,1,1,Apartment / Unit / Flat,-37.8329,144.922
316,SOUTHBANK 1008/80 Clarendon Street VIC 3006,650,2,2,1,Apartment / Unit / Flat,-37.8228,144.9643
317,DONCASTER 104/88 Tram Road VIC 3108,420,2,1,1,Apartment / Unit / Flat,-37.7883,145.1237
318,THORNBURY 20/12 Dundas Street VIC 3071,240,1,1,1,Apartment / Unit / Flat,-37.7583,145.0051
319,ST KILDA 2/257 Barkly Street VIC 3182,280,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
320,FOOTSCRAY 1402/8 Joseph Road VIC 3011,485,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963
321,FOOTSCRAY 1608/8 Joseph Road VIC 3011,500,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963
322,HAWTHORN 102/21 Riversdale Road VIC 3122,800,2,2,2,Apartment / Unit / Flat,-37.8199,145.0358
323,EAST MELBOURNE 1306V/296 Victoria Parade VIC 3002,750,1,1,0,Apartment / Unit / Flat,-37.8167,144.9879
324,GLEN HUNTLY 4/3 Park Avenue VIC 3163,550,3,1,1,Apartment / Unit / Flat,-37.8895,145.0581
325,COBURG 8/46 The Grove VIC 3058,340,1,1,1,Apartment / Unit / Flat,-37.75,144.9667
326,RICHMOND 3/34 Leslie Street VIC 3121,320,1,1,1,Apartment / Unit / Flat,-37.8271,145.0064
327,ALBERT PARK 188B Kerferd Road VIC 3206,650,1,1,0,Apartment / Unit / Flat,46.3636,15.3653
328,ARMADALE 6/770 Malvern Road VIC 3143,450,3,1,1,Apartment / Unit / Flat,-37.85,145.0333
329,BLACKBURN NORTH 3/89 Surrey Road VIC 3130,405,2,1,1,Apartment / Unit / Flat,-37.8232,145.1511
330,MELBOURNE 303/250 St Kilda Road VIC 3004,1395,2,2,2,Apartment / Unit / Flat,-37.814,144.9633
331,FITZROY NORTH 8/182 Barkly Street VIC 3068,310,1,1,0,Apartment / Unit / Flat,-37.7865,144.9897
332,BRIGHTON 101/439 Bay Street VIC 3186,540,2,2,1,Apartment / Unit / Flat,-37.9057,145.0067
333,PRESTON 11/326 Plenty Road VIC 3072,250,1,1,1,Apartment / Unit / Flat,-37.75,145.0167
334,BRUNSWICK 803/597 Sydney Road VIC 3056,350,1,1,1,Apartment / Unit / Flat,-37.7667,144.9667
335,ST KILDA 4/73 Alma Road VIC 3182,425,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
336,CLAYTON 2/17 Sarton Road VIC 3168,595,5,3,2,Apartment / Unit / Flat,-37.9167,145.1333
337,PRAHRAN 6 Percy Place VIC 3181,715,2,2,1,Apartment / Unit / Flat,-37.853,144.9929
338,COLLINGWOOD 2/61 Little Oxford Street VIC 3066,550,2,1,1,Apartment / Unit / Flat,-37.8,144.9833
339,MELBOURNE 5401/464 Collins Street VIC 3000,2500,3,3,2,Apartment / Unit / Flat,45.5916,14.1546
340,MALVERN EAST 104/226 Waverley Road VIC 3145,375,1,1,1,Apartment / Unit / Flat,-37.874,145.0425
341,PRAHRAN 203/72 High Street VIC 3181,360,2,1,1,Apartment / Unit / Flat,-37.853,144.9929
342,PRAHRAN 48/321 Chapel Street VIC 3181,450,1,1,0,Apartment / Unit / Flat,-37.853,144.9929
343,CAULFIELD NORTH 2/372 Orrong Road VIC 3161,550,2,1,1,Apartment / Unit / Flat,-37.8674998,145.0091886
344,SOUTH YARRA 15/85 Caroline Street VIC 3141,400,1,1,1,Apartment / Unit / Flat,-37.8333,144.9833
345,FLEMINGTON 4/121 Wellington St VIC 3031,415,2,1,1,Apartment / Unit / Flat,-37.7899,144.9226
346,PRAHRAN 1/8 Princes Close VIC 3181,620,2,2,0,Apartment / Unit / Flat,-37.853,144.9929
347,PRAHRAN 817/132 Commercial Road VIC 3181,450,1,1,1,Apartment / Unit / Flat,-37.853,144.9929
348,BALACLAVA 201/356 Carlisle Street VIC 3183,375,1,1,1,Apartment / Unit / Flat,-37.8692,144.9977
349,EAST MELBOURNE 13/86 Hotham Street VIC 3002,450,1,1,1,Apartment / Unit / Flat,-37.8167,144.9879
350,SOUTH YARRA 4/90 Clowes Street VIC 3141,550,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833
351,ELWOOD 3/5 Greig Court VIC 3184,410,2,1,1,Apartment / Unit / Flat,-37.8809,144.9855
352,SOUTH YARRA 202/4 Chapel Mews VIC 3141,600,2,2,1,Apartment / Unit / Flat,-37.8333,144.9833
353,CAULFIELD 18/214 Kambrook Road VIC 3162,450,2,1,1,Apartment / Unit / Flat,-37.8914,145.0254
354,HAWTHORN EAST UG05 /708 BURWOOD ROAD VIC 3123,625,2,2,1,Apartment / Unit / Flat,-37.8248,145.0464
355,CARLTON 421/528 Swanston Street VIC 3053,350,1,1,0,Apartment / Unit / Flat,-37.8004,144.9684
356,CAULFIELD NORTH 105/337 Balaclava Road VIC 3161,600,2,2,1,Apartment / Unit / Flat,-37.872,145.0216
357,ELSTERNWICK 6/89 Seymour Road VIC 3185,425,2,1,1,Apartment / Unit / Flat,-37.8984,145.0088
358,MELBOURNE 55/1 Albert Road VIC 3000,950,2,2,2,Apartment / Unit / Flat,45.5916,14.1546
359,BUNDOORA 502/21 Plenty Road VIC 3083,330,1,1,1,Apartment / Unit / Flat,-37.7062,145.0474
360,WINDSOR 439/111 Punt Road VIC 3181,550,2,2,1,Apartment / Unit / Flat,-37.853,144.9929
361,ST KILDA 13/9 Fitzroy Street VIC 3182,430,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
362,SOUTH MELBOURNE 705/89 Gladstone Street VIC 3205,550,2,2,1,Apartment / Unit / Flat,46.3817,15.2958
363,MURRUMBEENA 1/12 Toward Street VIC 3163,350,2,1,1,Apartment / Unit / Flat,-37.8895,145.0581
364,"SOUTHBANK Level 35, 3501/7 Riverside Quay VIC 3006",850,2,2,1,Apartment / Unit / Flat,-37.8228,144.9643
365,BRIGHTON 4/16 Manor Street VIC 3186,620,3,2,1,Apartment / Unit / Flat,-37.9057,145.0067
366,COLLINGWOOD 206/75 Wellington Street VIC 3066,470,1,1,1,Apartment / Unit / Flat,-37.8,144.9833
367,HUGHESDALE 5/158 Kangaroo Road VIC 3166,400,2,1,1,Apartment / Unit / Flat,-37.8995,145.0811
368,OAKLEIGH SOUTH 2/30 Clarendon Avenue VIC 3167,520,3,1,1,Apartment / Unit / Flat,-37.927,145.0964
369,PASCOE VALE SOUTH 2/21-23 Westgate Street VIC 3044,420,2,1,0,Apartment / Unit / Flat,-37.7319,144.9381
370,BRIGHTON 210/79-81 Asling Street VIC 3186,525,2,1,1,Apartment / Unit / Flat,-37.9057,145.0067
371,EAST MELBOURNE 7/126 Wellington Parade VIC 3002,1800,3,2,1,Apartment / Unit / Flat,-37.8167,144.9879
372,CHADSTONE 14/13 Churchill Avenue VIC 3148,350,2,1,1,Apartment / Unit / Flat,-37.8833,145.1167
373,ABBOTSFORD 532/631 Victoria Street VIC 3067,650,2,2,1,Apartment / Unit / Flat,-37.8046,144.9998
374,MELBOURNE 1206/118 Russell Street VIC 3000,550,2,1,0,Apartment / Unit / Flat,45.5916,14.1546
375,TOORAK 4/151 Canterbury Road VIC 3142,650,2,2,1,Apartment / Unit / Flat,-37.8416,145.0177
376,ELSTERNWICK 2/9 Bertram Street VIC 3185,630,2,2,1,Apartment / Unit / Flat,-37.8984,145.0088
377,WINDSOR 8/K3 Union Street VIC 3181,400,1,1,1,Apartment / Unit / Flat,-37.853,144.9929
378,PRAHRAN 502/27 Macquarie Street VIC 3181,440,1,1,1,Apartment / Unit / Flat,-37.853,144.9929
379,SOUTH YARRA 7/13 Hawksburn Road VIC 3141,450,2,1,2,Apartment / Unit / Flat,-37.8333,144.9833
380,SOUTHBANK 2204/250 City Road VIC 3006,475,2,1,0,Apartment / Unit / Flat,-37.8228,144.9643
381,ST ALBANS rear/25 Alfreida St VIC 3021,250,2,1,0,Apartment / Unit / Flat,-37.7371,144.8283
382,SOUTH YARRA 414/77 River Street VIC 3141,420,1,1,1,Apartment / Unit / Flat,-37.8333,144.9833
383,KEW EAST 4/829 High Street VIC 3102,1580,4,4,3,Apartment / Unit / Flat,-37.7976,145.0538
384,PRAHRAN 29/10 Clifton Street VIC 3181,540,2,1,1,Apartment / Unit / Flat,-37.853,144.9929
385,NUNAWADING 5/5 Luckie Street VIC 3131,370,2,1,1,Apartment / Unit / Flat,-37.8275,145.1739
386,ST KILDA 4/260 St Kilda Road VIC 3182,450,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
387,GARDENVALE 2/48 Magnolia Road VIC 3185,320,1,1,1,Apartment / Unit / Flat,-37.8984,145.0088
388,ASCOT VALE 1/28 Ormond Road VIC 3032,300,1,1,1,Apartment / Unit / Flat,-37.7808,144.9354
389,SOUTHBANK 3606/45 Clarke Street VIC 3006,650,2,2,0,Apartment / Unit / Flat,-37.8228,144.9643
390,FITZROY NORTH G09/22 Nicholson Street VIC 3068,900,3,2,2,Apartment / Unit / Flat,-37.7865,144.9897
391,ELWOOD 3/38 Mitford Street VIC 3184,340,1,1,0,Apartment / Unit / Flat,-37.8809,144.9855
392,SOUTHBANK 1701a/60 Dorcas Street VIC 3006,400,1,1,0,Apartment / Unit / Flat,-37.8228,144.9643
393,CARNEGIE 76B Oakleigh Road VIC 3163,900,4,3,1,Apartment / Unit / Flat,-37.8895,145.0581
394,BENTLEIGH 107/15 Hamilton Street VIC 3204,540,2,2,1,Apartment / Unit / Flat,46.3375,15.2264
395,BRIGHTON 1.04/26 Warleigh Grove VIC 3186,450,1,1,1,Apartment / Unit / Flat,-37.9057,145.0067
396,ST KILDA 204/171-173 Inkerman Street VIC 3182,370,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
397,GLEN IRIS 202/23 Maverston Street VIC 3146,500,2,1,1,Apartment / Unit / Flat,-37.8599,145.0549
398,WINDSOR 3/30 The Avenue VIC 3181,595,2,1,2,Apartment / Unit / Flat,-37.853,144.9929
399,CANTERBURY 1/51 Rochester Road VIC 3126,450,2,1,1,Apartment / Unit / Flat,-37.8247,145.0848
400,BALWYN NORTH 2/14 Hatfield Street VIC 3104,430,2,1,1,Apartment / Unit / Flat,-37.7909,145.0939
401,HAWTHORN 9/488 Glenferrie Road VIC 3122,450,2,1,1,Apartment / Unit / Flat,-37.8199,145.0358
402,BENTLEIGH 302/270 Centre Road VIC 3204,480,2,1,1,Apartment / Unit / Flat,46.3375,15.2264
403,WINDSOR 207/120 High Street VIC 3181,400,1,1,1,Apartment / Unit / Flat,-37.853,144.9929
404,SOUTH YARRA 14/245 Williams Road VIC 3141,350,1,1,1,Apartment / Unit / Flat,-37.8333,144.9833
405,HIGHETT 105/20 Station Street VIC 3190,500,2,2,1,Apartment / Unit / Flat,-37.9517,145.0394
406,CAULFIELD NORTH 4/129-131 Kambrook Road VIC 3161,425,2,1,1,Apartment / Unit / Flat,-37.872,145.0216
407,SOUTH MELBOURNE 354B Clarendon Street VIC 3205,620,2,1,0,Apartment / Unit / Flat,46.3817,15.2958
408,WINDSOR 8/237 Dandenong Road VIC 3181,455,3,1,1,Apartment / Unit / Flat,-37.853,144.9929
409,NORTH MELBOURNE 202/9-13 O'Connell Street VIC 3051,395,1,1,0,Apartment / Unit / Flat,-37.8029,144.9482
410,GLEN HUNTLY 5/2 Park Avenue VIC 3163,500,2,1,1,Apartment / Unit / Flat,-37.8895,145.0581
411,BRUNSWICK EAST 119/8 Lygon Street VIC 3057,400,1,1,1,Apartment / Unit / Flat,-37.7603,144.9502
412,HAWTHORN 26/219-227 Auburn Road VIC 3122,460,2,1,1,Apartment / Unit / Flat,-37.8199,145.0358
413,GLEN IRIS 301/10-12 High Street VIC 3146,400,1,1,1,Apartment / Unit / Flat,-37.8599,145.0549
414,MARIBYRNONG 16F/54 La Scala Avenue VIC 3032,410,2,1,1,Apartment / Unit / Flat,-37.7808,144.9354
415,CAMBERWELL 12/126 Wattle Valley Road VIC 3124,400,2,1,1,Apartment / Unit / Flat,-37.8248,145.0705
416,ST KILDA 802/181 Fitzroy St VIC 3182,1975,4,2,2,Apartment / Unit / Flat,-37.8633,144.9802
417,BRUNSWICK WEST 3/9 Moule Street VIC 3055,360,2,1,1,Apartment / Unit / Flat,-37.7603,144.9502
418,SURREY HILLS 5/972 Riversdale Road VIC 3127,370,1,1,1,Apartment / Unit / Flat,-37.8128,145.1043
419,NORTH MELBOURNE 410/9-13 O'Connell Street VIC 3051,395,1,1,0,Apartment / Unit / Flat,-37.8029,144.9482
420,SOUTH YARRA 1802/7 Claremont Street VIC 3141,800,2,2,1,Apartment / Unit / Flat,-37.8333,144.9833
421,EAST MELBOURNE 8/108 George Street VIC 3002,450,1,1,1,Apartment / Unit / Flat,-37.8167,144.9879
422,ST KILDA 27/352 Canterbury Road VIC 3182,500,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
423,PRAHRAN 8/21 Irving Avenue VIC 3181,400,2,1,1,Apartment / Unit / Flat,-37.853,144.9929
424,BALWYN NORTH 1/1062 Burke Rd VIC 3104,425,2,1,1,Apartment / Unit / Flat,-37.7909,145.0939
425,HAWTHORN EAST 4/2 Clifton Road VIC 3123,520,2,1,1,Apartment / Unit / Flat,-37.8248,145.0464
426,KEW 103/56 Harp Road VIC 3101,475,2,1,1,Apartment / Unit / Flat,-37.8064,145.0309
427,RESERVOIR 3/72 Leamington Street VIC 3073,420,2,1,1,Apartment / Unit / Flat,-37.7167,145.0
428,COLLINGWOOD 8/375 Hoddle Street VIC 3066,450,2,1,1,Apartment / Unit / Flat,-37.8,144.9833
429,FITZROY NORTH 111/378-390 Saint Georges Road VIC 3068,490,1,1,1,Apartment / Unit / Flat,-37.7865,144.9897
430,HAWTHORN EAST 3/24 Auburn Grove VIC 3123,400,2,1,1,Apartment / Unit / Flat,-37.8248,145.0464
431,RICHMOND 24/343 Church Street VIC 3121,600,2,1,2,Apartment / Unit / Flat,-37.8271,145.0064
432,BALWYN 12/2A Brenbeal Street VIC 3103,400,2,1,1,Apartment / Unit / Flat,-37.8117,145.081
433,WINDSOR 1/29 The Avenue VIC 3181,500,2,1,2,Apartment / Unit / Flat,-37.853,144.9929
434,MELBOURNE 104/300 Swanston Street VIC 3000,550,2,1,0,Apartment / Unit / Flat,45.5916,14.1546
435,ABBOTSFORD 215/56 Nicholson Street VIC 3067,560,2,2,2,Apartment / Unit / Flat,-37.8046,144.9998
436,RICHMOND 1/8 Murphy Street VIC 3121,470,2,1,1,Apartment / Unit / Flat,-37.8271,145.0064
437,HAWTHORN G01/39 Riversdale Road VIC 3122,580,2,2,1,Apartment / Unit / Flat,-37.8199,145.0358
438,SOUTH YARRA 12/37 Domain Street VIC 3141,500,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833
439,MOONEE PONDS 12/108 Maribyrnong Road VIC 3039,400,2,1,1,Apartment / Unit / Flat,-37.7667,144.9167
440,ST KILDA 8/38 Fitzroy Street VIC 3182,495,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
441,SOUTH MELBOURNE 215/253 Normanby Road VIC 3205,735,2,2,1,Apartment / Unit / Flat,46.3817,15.2958
442,CAULFIELD NORTH 3/24 Park Crescent VIC 3161,275,1,1,1,Apartment / Unit / Flat,-37.0,145.0
443,MELBOURNE 2104/38 Rose Lane VIC 3000,550,2,1,0,Apartment / Unit / Flat,45.5916,14.1546
444,MELBOURNE 517/74 Queens Road VIC 3004,450,2,1,1,Apartment / Unit / Flat,-37.814,144.9633
445,ST KILDA 206/126 Carlisle Street VIC 3182,495,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
446,BRUNSWICK WEST 412/5 Olive York Way VIC 3055,450,2,2,1,Apartment / Unit / Flat,-37.7603,144.9502
447,ST KILDA EAST 3/2 Celeste Ct VIC 3183,395,2,1,0,Apartment / Unit / Flat,-37.8692,144.9977
448,CARNEGIE 3/19 Truganini Road VIC 3163,420,2,1,1,Apartment / Unit / Flat,-37.8895,145.0581
449,MELBOURNE 314/499 St Kilda Road VIC 3004,900,2,2,1,Apartment / Unit / Flat,-37.814,144.9633
450,MELBOURNE 1715/220 Spencer Street VIC 3000,600,2,2,1,Apartment / Unit / Flat,45.5916,14.1546
451,SOUTH YARRA 11/16 Kensington Road VIC 3141,420,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833
452,ST KILDA 4/26 Wellington Street VIC 3182,500,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
453,GLEN HUNTLY 1/10 Roseberry Grove VIC 3163,375,3,1,1,Apartment / Unit / Flat,-37.8895,145.0581
454,ST KILDA 8/16 Chapel Street VIC 3182,395,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
455,ST KILDA EAST 1/106 Alexandra Street St VIC 3183,335,1,1,1,Apartment / Unit / Flat,-37.8692,144.9977
456,ST KILDA WEST 10/86 Park Street VIC 3182,350,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
457,GLEN HUNTLY 301/18 Etna Street VIC 3163,460,2,1,1,Apartment / Unit / Flat,-37.8895,145.0581
458,MIDDLE PARK 11/90 Hambleton Street VIC 3206,365,1,1,1,Apartment / Unit / Flat,46.3636,15.3653
459,BRUNSWICK EAST 111/8 Lygon Street VIC 3057,510,2,2,1,Apartment / Unit / Flat,-37.7603,144.9502
460,PRAHRAN 5/17 Ellesmere Road VIC 3181,415,1,1,1,Apartment / Unit / Flat,-37.853,144.9929
461,TOORAK 6/645 Malvern Road VIC 3142,430,1,1,1,Apartment / Unit / Flat,-37.8416,145.0177
462,MELBOURNE Unit 1713/200 Spencer St VIC 3000,440,1,1,1,Apartment / Unit / Flat,45.5916,14.1546
